split	pdb_id	seed	sample	pre_refinement_aligned_rmsd	max_pre_refinement_rmsd	duration_seconds	output	reason
val	7PTS	330	3	39.858742	30.000000	0.563655	/storage9920/home/tinghao.xia/Data_PT_V1/val/7pts/seed_330/sample_3.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTS	331	0	35.988728	30.000000	0.566874	/storage9920/home/tinghao.xia/Data_PT_V1/val/7pts/seed_331/sample_0.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTS	331	1	31.620575	30.000000	0.519909	/storage9920/home/tinghao.xia/Data_PT_V1/val/7pts/seed_331/sample_1.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTS	331	2	32.021628	30.000000	0.579722	/storage9920/home/tinghao.xia/Data_PT_V1/val/7pts/seed_331/sample_2.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTS	332	0	36.006735	30.000000	0.597122	/storage9920/home/tinghao.xia/Data_PT_V1/val/7pts/seed_332/sample_0.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTS	332	1	34.173112	30.000000	0.515221	/storage9920/home/tinghao.xia/Data_PT_V1/val/7pts/seed_332/sample_1.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTS	332	2	31.662861	30.000000	0.606601	/storage9920/home/tinghao.xia/Data_PT_V1/val/7pts/seed_332/sample_2.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTS	333	0	41.726617	30.000000	0.514400	/storage9920/home/tinghao.xia/Data_PT_V1/val/7pts/seed_333/sample_0.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTS	333	1	40.589110	30.000000	0.559848	/storage9920/home/tinghao.xia/Data_PT_V1/val/7pts/seed_333/sample_1.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTS	333	2	40.149033	30.000000	0.511411	/storage9920/home/tinghao.xia/Data_PT_V1/val/7pts/seed_333/sample_2.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTS	333	3	39.302017	30.000000	0.586383	/storage9920/home/tinghao.xia/Data_PT_V1/val/7pts/seed_333/sample_3.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTS	334	0	34.373819	30.000000	0.574219	/storage9920/home/tinghao.xia/Data_PT_V1/val/7pts/seed_334/sample_0.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTS	334	1	34.252348	30.000000	0.510125	/storage9920/home/tinghao.xia/Data_PT_V1/val/7pts/seed_334/sample_1.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTS	334	2	35.749774	30.000000	0.557755	/storage9920/home/tinghao.xia/Data_PT_V1/val/7pts/seed_334/sample_2.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTS	334	3	33.430241	30.000000	0.508957	/storage9920/home/tinghao.xia/Data_PT_V1/val/7pts/seed_334/sample_3.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTS	335	0	39.380096	30.000000	0.568415	/storage9920/home/tinghao.xia/Data_PT_V1/val/7pts/seed_335/sample_0.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTS	335	1	41.337975	30.000000	0.509528	/storage9920/home/tinghao.xia/Data_PT_V1/val/7pts/seed_335/sample_1.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTS	335	2	42.445999	30.000000	0.554330	/storage9920/home/tinghao.xia/Data_PT_V1/val/7pts/seed_335/sample_2.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTS	335	3	41.914007	30.000000	0.556986	/storage9920/home/tinghao.xia/Data_PT_V1/val/7pts/seed_335/sample_3.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTS	336	0	41.624085	30.000000	0.513220	/storage9920/home/tinghao.xia/Data_PT_V1/val/7pts/seed_336/sample_0.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTS	336	1	41.420717	30.000000	0.554592	/storage9920/home/tinghao.xia/Data_PT_V1/val/7pts/seed_336/sample_1.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTS	336	2	38.627723	30.000000	0.508514	/storage9920/home/tinghao.xia/Data_PT_V1/val/7pts/seed_336/sample_2.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTS	336	3	36.702073	30.000000	0.550395	/storage9920/home/tinghao.xia/Data_PT_V1/val/7pts/seed_336/sample_3.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTS	337	0	39.943199	30.000000	0.559374	/storage9920/home/tinghao.xia/Data_PT_V1/val/7pts/seed_337/sample_0.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTS	337	1	40.946855	30.000000	0.507491	/storage9920/home/tinghao.xia/Data_PT_V1/val/7pts/seed_337/sample_1.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTS	337	2	37.852977	30.000000	0.557541	/storage9920/home/tinghao.xia/Data_PT_V1/val/7pts/seed_337/sample_2.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTS	337	3	40.757338	30.000000	0.520575	/storage9920/home/tinghao.xia/Data_PT_V1/val/7pts/seed_337/sample_3.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTS	338	0	40.017027	30.000000	0.565873	/storage9920/home/tinghao.xia/Data_PT_V1/val/7pts/seed_338/sample_0.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTS	338	1	38.899852	30.000000	0.560137	/storage9920/home/tinghao.xia/Data_PT_V1/val/7pts/seed_338/sample_1.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTS	338	2	41.545517	30.000000	0.518542	/storage9920/home/tinghao.xia/Data_PT_V1/val/7pts/seed_338/sample_2.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTS	338	3	39.275021	30.000000	0.565471	/storage9920/home/tinghao.xia/Data_PT_V1/val/7pts/seed_338/sample_3.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTS	339	0	39.847705	30.000000	0.512073	/storage9920/home/tinghao.xia/Data_PT_V1/val/7pts/seed_339/sample_0.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTS	339	1	38.387994	30.000000	0.552005	/storage9920/home/tinghao.xia/Data_PT_V1/val/7pts/seed_339/sample_1.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTS	339	2	38.378618	30.000000	0.506365	/storage9920/home/tinghao.xia/Data_PT_V1/val/7pts/seed_339/sample_2.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTS	339	3	41.128723	30.000000	0.549617	/storage9920/home/tinghao.xia/Data_PT_V1/val/7pts/seed_339/sample_3.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTS	340	0	33.203847	30.000000	0.562801	/storage9920/home/tinghao.xia/Data_PT_V1/val/7pts/seed_340/sample_0.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTS	340	1	33.794518	30.000000	0.513431	/storage9920/home/tinghao.xia/Data_PT_V1/val/7pts/seed_340/sample_1.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTS	340	2	33.818522	30.000000	0.570775	/storage9920/home/tinghao.xia/Data_PT_V1/val/7pts/seed_340/sample_2.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTS	340	3	33.396967	30.000000	0.512254	/storage9920/home/tinghao.xia/Data_PT_V1/val/7pts/seed_340/sample_3.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTS	341	0	33.270749	30.000000	0.630192	/storage9920/home/tinghao.xia/Data_PT_V1/val/7pts/seed_341/sample_0.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTS	341	1	34.435011	30.000000	0.559135	/storage9920/home/tinghao.xia/Data_PT_V1/val/7pts/seed_341/sample_1.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTS	341	2	37.106840	30.000000	0.525129	/storage9920/home/tinghao.xia/Data_PT_V1/val/7pts/seed_341/sample_2.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTS	341	3	34.599639	30.000000	0.570135	/storage9920/home/tinghao.xia/Data_PT_V1/val/7pts/seed_341/sample_3.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTS	342	0	43.227190	30.000000	0.671494	/storage9920/home/tinghao.xia/Data_PT_V1/val/7pts/seed_342/sample_0.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTS	342	1	42.486623	30.000000	0.669060	/storage9920/home/tinghao.xia/Data_PT_V1/val/7pts/seed_342/sample_1.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTS	342	2	42.571752	30.000000	0.522612	/storage9920/home/tinghao.xia/Data_PT_V1/val/7pts/seed_342/sample_2.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTS	342	3	42.026321	30.000000	0.568614	/storage9920/home/tinghao.xia/Data_PT_V1/val/7pts/seed_342/sample_3.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTS	343	0	37.877960	30.000000	0.585160	/storage9920/home/tinghao.xia/Data_PT_V1/val/7pts/seed_343/sample_0.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTS	343	1	40.741915	30.000000	0.524827	/storage9920/home/tinghao.xia/Data_PT_V1/val/7pts/seed_343/sample_1.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTS	343	2	39.242126	30.000000	0.563122	/storage9920/home/tinghao.xia/Data_PT_V1/val/7pts/seed_343/sample_2.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTS	343	3	40.125766	30.000000	0.513233	/storage9920/home/tinghao.xia/Data_PT_V1/val/7pts/seed_343/sample_3.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTS	344	0	43.894233	30.000000	0.571511	/storage9920/home/tinghao.xia/Data_PT_V1/val/7pts/seed_344/sample_0.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTS	344	1	39.489476	30.000000	0.570970	/storage9920/home/tinghao.xia/Data_PT_V1/val/7pts/seed_344/sample_1.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTS	344	2	41.690202	30.000000	0.583189	/storage9920/home/tinghao.xia/Data_PT_V1/val/7pts/seed_344/sample_2.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTS	344	3	44.464050	30.000000	0.569812	/storage9920/home/tinghao.xia/Data_PT_V1/val/7pts/seed_344/sample_3.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTS	345	0	45.571220	30.000000	0.524250	/storage9920/home/tinghao.xia/Data_PT_V1/val/7pts/seed_345/sample_0.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTS	345	1	36.660302	30.000000	0.561737	/storage9920/home/tinghao.xia/Data_PT_V1/val/7pts/seed_345/sample_1.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTS	345	2	38.943451	30.000000	0.569674	/storage9920/home/tinghao.xia/Data_PT_V1/val/7pts/seed_345/sample_2.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTS	345	3	34.244992	30.000000	0.525313	/storage9920/home/tinghao.xia/Data_PT_V1/val/7pts/seed_345/sample_3.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTS	346	1	31.962518	30.000000	0.520671	/storage9920/home/tinghao.xia/Data_PT_V1/val/7pts/seed_346/sample_1.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTS	346	2	33.636055	30.000000	0.573833	/storage9920/home/tinghao.xia/Data_PT_V1/val/7pts/seed_346/sample_2.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTS	346	3	31.588171	30.000000	0.523919	/storage9920/home/tinghao.xia/Data_PT_V1/val/7pts/seed_346/sample_3.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTS	347	0	39.442511	30.000000	0.571523	/storage9920/home/tinghao.xia/Data_PT_V1/val/7pts/seed_347/sample_0.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTS	347	1	44.541518	30.000000	0.612892	/storage9920/home/tinghao.xia/Data_PT_V1/val/7pts/seed_347/sample_1.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTS	347	2	38.092899	30.000000	0.520554	/storage9920/home/tinghao.xia/Data_PT_V1/val/7pts/seed_347/sample_2.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTS	347	3	37.431349	30.000000	0.571547	/storage9920/home/tinghao.xia/Data_PT_V1/val/7pts/seed_347/sample_3.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTS	348	0	41.530556	30.000000	0.518564	/storage9920/home/tinghao.xia/Data_PT_V1/val/7pts/seed_348/sample_0.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTS	348	1	34.792958	30.000000	0.557530	/storage9920/home/tinghao.xia/Data_PT_V1/val/7pts/seed_348/sample_1.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTS	348	2	43.442050	30.000000	0.560169	/storage9920/home/tinghao.xia/Data_PT_V1/val/7pts/seed_348/sample_2.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTS	348	3	38.266023	30.000000	0.514367	/storage9920/home/tinghao.xia/Data_PT_V1/val/7pts/seed_348/sample_3.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTS	349	0	36.068997	30.000000	0.562083	/storage9920/home/tinghao.xia/Data_PT_V1/val/7pts/seed_349/sample_0.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTS	349	1	32.513904	30.000000	0.511037	/storage9920/home/tinghao.xia/Data_PT_V1/val/7pts/seed_349/sample_1.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTS	349	2	36.714269	30.000000	0.566606	/storage9920/home/tinghao.xia/Data_PT_V1/val/7pts/seed_349/sample_2.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTS	349	3	44.528710	30.000000	0.517849	/storage9920/home/tinghao.xia/Data_PT_V1/val/7pts/seed_349/sample_3.pt	pre_refinement_aligned_rmsd_above_limit
val	7QDU	300	0	42.053083	30.000000	0.714857	/storage9920/home/tinghao.xia/Data_PT_V1/val/7qdu/seed_300/sample_0.pt	pre_refinement_aligned_rmsd_above_limit
val	7QDU	300	1	45.330507	30.000000	0.508881	/storage9920/home/tinghao.xia/Data_PT_V1/val/7qdu/seed_300/sample_1.pt	pre_refinement_aligned_rmsd_above_limit
val	7QDU	300	2	45.853821	30.000000	0.568550	/storage9920/home/tinghao.xia/Data_PT_V1/val/7qdu/seed_300/sample_2.pt	pre_refinement_aligned_rmsd_above_limit
val	7QDU	300	3	44.200986	30.000000	0.507233	/storage9920/home/tinghao.xia/Data_PT_V1/val/7qdu/seed_300/sample_3.pt	pre_refinement_aligned_rmsd_above_limit
val	7QDU	301	0	43.164948	30.000000	0.559310	/storage9920/home/tinghao.xia/Data_PT_V1/val/7qdu/seed_301/sample_0.pt	pre_refinement_aligned_rmsd_above_limit
val	7QDU	301	1	43.056646	30.000000	0.562116	/storage9920/home/tinghao.xia/Data_PT_V1/val/7qdu/seed_301/sample_1.pt	pre_refinement_aligned_rmsd_above_limit
val	7QDU	301	2	47.945281	30.000000	0.508250	/storage9920/home/tinghao.xia/Data_PT_V1/val/7qdu/seed_301/sample_2.pt	pre_refinement_aligned_rmsd_above_limit
val	7QDU	301	3	45.817846	30.000000	0.561350	/storage9920/home/tinghao.xia/Data_PT_V1/val/7qdu/seed_301/sample_3.pt	pre_refinement_aligned_rmsd_above_limit
val	7QDU	302	0	43.859740	30.000000	0.505825	/storage9920/home/tinghao.xia/Data_PT_V1/val/7qdu/seed_302/sample_0.pt	pre_refinement_aligned_rmsd_above_limit
val	7QDU	302	1	45.851975	30.000000	0.548131	/storage9920/home/tinghao.xia/Data_PT_V1/val/7qdu/seed_302/sample_1.pt	pre_refinement_aligned_rmsd_above_limit
val	7QDU	302	2	45.339565	30.000000	0.555622	/storage9920/home/tinghao.xia/Data_PT_V1/val/7qdu/seed_302/sample_2.pt	pre_refinement_aligned_rmsd_above_limit
val	7QDU	302	3	48.455957	30.000000	0.506969	/storage9920/home/tinghao.xia/Data_PT_V1/val/7qdu/seed_302/sample_3.pt	pre_refinement_aligned_rmsd_above_limit
val	7QDU	303	0	46.357928	30.000000	0.563249	/storage9920/home/tinghao.xia/Data_PT_V1/val/7qdu/seed_303/sample_0.pt	pre_refinement_aligned_rmsd_above_limit
val	7QDU	303	1	45.648849	30.000000	0.509352	/storage9920/home/tinghao.xia/Data_PT_V1/val/7qdu/seed_303/sample_1.pt	pre_refinement_aligned_rmsd_above_limit
val	7QDU	303	2	46.506531	30.000000	0.561023	/storage9920/home/tinghao.xia/Data_PT_V1/val/7qdu/seed_303/sample_2.pt	pre_refinement_aligned_rmsd_above_limit
val	7QDU	303	3	47.929873	30.000000	0.517736	/storage9920/home/tinghao.xia/Data_PT_V1/val/7qdu/seed_303/sample_3.pt	pre_refinement_aligned_rmsd_above_limit
val	7QDU	304	0	47.138772	30.000000	0.548983	/storage9920/home/tinghao.xia/Data_PT_V1/val/7qdu/seed_304/sample_0.pt	pre_refinement_aligned_rmsd_above_limit
val	7QDU	304	1	46.338884	30.000000	0.504884	/storage9920/home/tinghao.xia/Data_PT_V1/val/7qdu/seed_304/sample_1.pt	pre_refinement_aligned_rmsd_above_limit
val	7QDU	304	2	46.174652	30.000000	0.546972	/storage9920/home/tinghao.xia/Data_PT_V1/val/7qdu/seed_304/sample_2.pt	pre_refinement_aligned_rmsd_above_limit
val	7QDU	304	3	40.883583	30.000000	0.563274	/storage9920/home/tinghao.xia/Data_PT_V1/val/7qdu/seed_304/sample_3.pt	pre_refinement_aligned_rmsd_above_limit
val	7QDU	305	0	47.530608	30.000000	0.515037	/storage9920/home/tinghao.xia/Data_PT_V1/val/7qdu/seed_305/sample_0.pt	pre_refinement_aligned_rmsd_above_limit
val	7QDU	305	1	47.361457	30.000000	0.554416	/storage9920/home/tinghao.xia/Data_PT_V1/val/7qdu/seed_305/sample_1.pt	pre_refinement_aligned_rmsd_above_limit
val	7QDU	305	2	46.047521	30.000000	0.513356	/storage9920/home/tinghao.xia/Data_PT_V1/val/7qdu/seed_305/sample_2.pt	pre_refinement_aligned_rmsd_above_limit
val	7QDU	305	3	47.233594	30.000000	0.565014	/storage9920/home/tinghao.xia/Data_PT_V1/val/7qdu/seed_305/sample_3.pt	pre_refinement_aligned_rmsd_above_limit
val	7QDU	306	0	43.876859	30.000000	0.514623	/storage9920/home/tinghao.xia/Data_PT_V1/val/7qdu/seed_306/sample_0.pt	pre_refinement_aligned_rmsd_above_limit
val	7QDU	306	1	46.277699	30.000000	0.558753	/storage9920/home/tinghao.xia/Data_PT_V1/val/7qdu/seed_306/sample_1.pt	pre_refinement_aligned_rmsd_above_limit
val	7QDU	306	2	45.452053	30.000000	0.510000	/storage9920/home/tinghao.xia/Data_PT_V1/val/7qdu/seed_306/sample_2.pt	pre_refinement_aligned_rmsd_above_limit
val	7QDU	306	3	44.458882	30.000000	0.556349	/storage9920/home/tinghao.xia/Data_PT_V1/val/7qdu/seed_306/sample_3.pt	pre_refinement_aligned_rmsd_above_limit
val	7QDU	307	0	45.855773	30.000000	0.560758	/storage9920/home/tinghao.xia/Data_PT_V1/val/7qdu/seed_307/sample_0.pt	pre_refinement_aligned_rmsd_above_limit
val	7QDU	307	1	45.903174	30.000000	0.500174	/storage9920/home/tinghao.xia/Data_PT_V1/val/7qdu/seed_307/sample_1.pt	pre_refinement_aligned_rmsd_above_limit
val	7QDU	307	2	44.840026	30.000000	0.555342	/storage9920/home/tinghao.xia/Data_PT_V1/val/7qdu/seed_307/sample_2.pt	pre_refinement_aligned_rmsd_above_limit
val	7QDU	307	3	46.236002	30.000000	0.509827	/storage9920/home/tinghao.xia/Data_PT_V1/val/7qdu/seed_307/sample_3.pt	pre_refinement_aligned_rmsd_above_limit
val	7QDU	308	0	44.853531	30.000000	0.559473	/storage9920/home/tinghao.xia/Data_PT_V1/val/7qdu/seed_308/sample_0.pt	pre_refinement_aligned_rmsd_above_limit
val	7QDU	308	1	46.896285	30.000000	0.556159	/storage9920/home/tinghao.xia/Data_PT_V1/val/7qdu/seed_308/sample_1.pt	pre_refinement_aligned_rmsd_above_limit
val	7QDU	308	2	44.585538	30.000000	0.512547	/storage9920/home/tinghao.xia/Data_PT_V1/val/7qdu/seed_308/sample_2.pt	pre_refinement_aligned_rmsd_above_limit
val	7QDU	308	3	44.459827	30.000000	0.560379	/storage9920/home/tinghao.xia/Data_PT_V1/val/7qdu/seed_308/sample_3.pt	pre_refinement_aligned_rmsd_above_limit
val	7QDU	309	0	45.379367	30.000000	0.512058	/storage9920/home/tinghao.xia/Data_PT_V1/val/7qdu/seed_309/sample_0.pt	pre_refinement_aligned_rmsd_above_limit
val	7QDU	309	1	43.889258	30.000000	0.566554	/storage9920/home/tinghao.xia/Data_PT_V1/val/7qdu/seed_309/sample_1.pt	pre_refinement_aligned_rmsd_above_limit
val	7QDU	309	2	46.523093	30.000000	0.559352	/storage9920/home/tinghao.xia/Data_PT_V1/val/7qdu/seed_309/sample_2.pt	pre_refinement_aligned_rmsd_above_limit
val	7QDU	309	3	46.079624	30.000000	0.518965	/storage9920/home/tinghao.xia/Data_PT_V1/val/7qdu/seed_309/sample_3.pt	pre_refinement_aligned_rmsd_above_limit
val	7QDU	310	0	42.280833	30.000000	0.573327	/storage9920/home/tinghao.xia/Data_PT_V1/val/7qdu/seed_310/sample_0.pt	pre_refinement_aligned_rmsd_above_limit
val	7QDU	310	1	43.148772	30.000000	0.527178	/storage9920/home/tinghao.xia/Data_PT_V1/val/7qdu/seed_310/sample_1.pt	pre_refinement_aligned_rmsd_above_limit
val	7QDU	310	2	44.806857	30.000000	0.563674	/storage9920/home/tinghao.xia/Data_PT_V1/val/7qdu/seed_310/sample_2.pt	pre_refinement_aligned_rmsd_above_limit
val	7QDU	310	3	44.205343	30.000000	0.513444	/storage9920/home/tinghao.xia/Data_PT_V1/val/7qdu/seed_310/sample_3.pt	pre_refinement_aligned_rmsd_above_limit
val	7QDU	311	0	43.632033	30.000000	0.555829	/storage9920/home/tinghao.xia/Data_PT_V1/val/7qdu/seed_311/sample_0.pt	pre_refinement_aligned_rmsd_above_limit
val	7QDU	311	1	42.905356	30.000000	0.511937	/storage9920/home/tinghao.xia/Data_PT_V1/val/7qdu/seed_311/sample_1.pt	pre_refinement_aligned_rmsd_above_limit
val	7QDU	311	2	44.290152	30.000000	0.548550	/storage9920/home/tinghao.xia/Data_PT_V1/val/7qdu/seed_311/sample_2.pt	pre_refinement_aligned_rmsd_above_limit
val	7QDU	311	3	43.603428	30.000000	0.554611	/storage9920/home/tinghao.xia/Data_PT_V1/val/7qdu/seed_311/sample_3.pt	pre_refinement_aligned_rmsd_above_limit
val	7QDU	312	0	46.906799	30.000000	0.503723	/storage9920/home/tinghao.xia/Data_PT_V1/val/7qdu/seed_312/sample_0.pt	pre_refinement_aligned_rmsd_above_limit
val	7QDU	312	1	44.155899	30.000000	0.559713	/storage9920/home/tinghao.xia/Data_PT_V1/val/7qdu/seed_312/sample_1.pt	pre_refinement_aligned_rmsd_above_limit
val	7QDU	312	2	45.856253	30.000000	0.516530	/storage9920/home/tinghao.xia/Data_PT_V1/val/7qdu/seed_312/sample_2.pt	pre_refinement_aligned_rmsd_above_limit
val	7QDU	312	3	48.065976	30.000000	0.565119	/storage9920/home/tinghao.xia/Data_PT_V1/val/7qdu/seed_312/sample_3.pt	pre_refinement_aligned_rmsd_above_limit
val	7QDU	313	0	43.269286	30.000000	0.502334	/storage9920/home/tinghao.xia/Data_PT_V1/val/7qdu/seed_313/sample_0.pt	pre_refinement_aligned_rmsd_above_limit
val	7QDU	313	1	44.464434	30.000000	0.551773	/storage9920/home/tinghao.xia/Data_PT_V1/val/7qdu/seed_313/sample_1.pt	pre_refinement_aligned_rmsd_above_limit
val	7QDU	313	2	45.091515	30.000000	0.520526	/storage9920/home/tinghao.xia/Data_PT_V1/val/7qdu/seed_313/sample_2.pt	pre_refinement_aligned_rmsd_above_limit
val	7QDU	313	3	47.125879	30.000000	0.552308	/storage9920/home/tinghao.xia/Data_PT_V1/val/7qdu/seed_313/sample_3.pt	pre_refinement_aligned_rmsd_above_limit
val	7QDU	315	0	46.010545	30.000000	0.562362	/storage9920/home/tinghao.xia/Data_PT_V1/val/7qdu/seed_315/sample_0.pt	pre_refinement_aligned_rmsd_above_limit
val	7QDU	315	1	43.477684	30.000000	0.558429	/storage9920/home/tinghao.xia/Data_PT_V1/val/7qdu/seed_315/sample_1.pt	pre_refinement_aligned_rmsd_above_limit
val	7QDU	315	2	44.428853	30.000000	0.508322	/storage9920/home/tinghao.xia/Data_PT_V1/val/7qdu/seed_315/sample_2.pt	pre_refinement_aligned_rmsd_above_limit
val	7QDU	315	3	43.349804	30.000000	0.559361	/storage9920/home/tinghao.xia/Data_PT_V1/val/7qdu/seed_315/sample_3.pt	pre_refinement_aligned_rmsd_above_limit
val	7QDU	316	0	45.827149	30.000000	0.525328	/storage9920/home/tinghao.xia/Data_PT_V1/val/7qdu/seed_316/sample_0.pt	pre_refinement_aligned_rmsd_above_limit
val	7QDU	316	1	44.784887	30.000000	0.554921	/storage9920/home/tinghao.xia/Data_PT_V1/val/7qdu/seed_316/sample_1.pt	pre_refinement_aligned_rmsd_above_limit
val	7QDU	316	2	47.260097	30.000000	0.558476	/storage9920/home/tinghao.xia/Data_PT_V1/val/7qdu/seed_316/sample_2.pt	pre_refinement_aligned_rmsd_above_limit
val	7QDU	316	3	43.020809	30.000000	0.504645	/storage9920/home/tinghao.xia/Data_PT_V1/val/7qdu/seed_316/sample_3.pt	pre_refinement_aligned_rmsd_above_limit
val	7QDU	317	0	46.246574	30.000000	0.566901	/storage9920/home/tinghao.xia/Data_PT_V1/val/7qdu/seed_317/sample_0.pt	pre_refinement_aligned_rmsd_above_limit
val	7QDU	317	1	46.401527	30.000000	0.503849	/storage9920/home/tinghao.xia/Data_PT_V1/val/7qdu/seed_317/sample_1.pt	pre_refinement_aligned_rmsd_above_limit
val	7QDU	317	2	47.419235	30.000000	0.561317	/storage9920/home/tinghao.xia/Data_PT_V1/val/7qdu/seed_317/sample_2.pt	pre_refinement_aligned_rmsd_above_limit
val	7QDU	317	3	45.805687	30.000000	0.503522	/storage9920/home/tinghao.xia/Data_PT_V1/val/7qdu/seed_317/sample_3.pt	pre_refinement_aligned_rmsd_above_limit
val	7QDU	318	0	47.563838	30.000000	0.561728	/storage9920/home/tinghao.xia/Data_PT_V1/val/7qdu/seed_318/sample_0.pt	pre_refinement_aligned_rmsd_above_limit
val	7QDU	318	1	44.238391	30.000000	0.501835	/storage9920/home/tinghao.xia/Data_PT_V1/val/7qdu/seed_318/sample_1.pt	pre_refinement_aligned_rmsd_above_limit
val	7QDU	318	2	45.295662	30.000000	0.552400	/storage9920/home/tinghao.xia/Data_PT_V1/val/7qdu/seed_318/sample_2.pt	pre_refinement_aligned_rmsd_above_limit
val	7QDU	318	3	43.277740	30.000000	0.559559	/storage9920/home/tinghao.xia/Data_PT_V1/val/7qdu/seed_318/sample_3.pt	pre_refinement_aligned_rmsd_above_limit
val	7QDU	319	0	45.700723	30.000000	0.512273	/storage9920/home/tinghao.xia/Data_PT_V1/val/7qdu/seed_319/sample_0.pt	pre_refinement_aligned_rmsd_above_limit
val	7QDU	319	1	46.414705	30.000000	0.558331	/storage9920/home/tinghao.xia/Data_PT_V1/val/7qdu/seed_319/sample_1.pt	pre_refinement_aligned_rmsd_above_limit
val	7QDU	319	2	47.776932	30.000000	0.506071	/storage9920/home/tinghao.xia/Data_PT_V1/val/7qdu/seed_319/sample_2.pt	pre_refinement_aligned_rmsd_above_limit
val	7QDU	319	3	45.930543	30.000000	0.551791	/storage9920/home/tinghao.xia/Data_PT_V1/val/7qdu/seed_319/sample_3.pt	pre_refinement_aligned_rmsd_above_limit
val	7QDU	320	0	47.248654	30.000000	0.509468	/storage9920/home/tinghao.xia/Data_PT_V1/val/7qdu/seed_320/sample_0.pt	pre_refinement_aligned_rmsd_above_limit
val	7QDU	320	1	47.342809	30.000000	0.557521	/storage9920/home/tinghao.xia/Data_PT_V1/val/7qdu/seed_320/sample_1.pt	pre_refinement_aligned_rmsd_above_limit
