QUERY_PDB_ID	QUERY_ENTITY_ID	TARGET_PDB_ID	TARGET_ENTITY_ID	IDENTITY	QUERY_COVERAGE	TARGET_COVERAGE	ALIGNMENT_LENGTH	EVALUE	BITS	ALIGNMENT_SOURCE
9CBY	1	7XD7	1	1.000000	1.000000	0.956000	387	1.815E-215	695	MMSEQS2
9CBY	1	7XSK	1	1.000000	1.000000	0.997000	387	1.815E-215	695	MMSEQS2
9CBY	1	7XSL	1	1.000000	1.000000	0.997000	387	1.815E-215	695	MMSEQS2
9CBY	1	7XSM	1	1.000000	1.000000	0.997000	387	1.815E-215	695	MMSEQS2
9CBY	1	7XSN	1	1.000000	1.000000	0.997000	387	1.815E-215	695	MMSEQS2
9CBY	1	7YC8	1	1.000000	1.000000	0.985000	387	1.815E-215	695	MMSEQS2
9CBY	1	8HD6	1	0.997000	1.000000	0.924000	387	8.806E-214	690	MMSEQS2
9CBY	1	8HD7	1	0.997000	1.000000	0.924000	387	8.806E-214	690	MMSEQS2
9CBY	1	8I7N	1	0.997000	1.000000	0.926000	387	8.806E-214	690	MMSEQS2
9CSO	1	3ND3	1	0.812500	1.000000	1.000000	16			SHORT_GLOBAL_FALLBACK
9CSO	1	3ND4	1	1.000000	1.000000	1.000000	16			SHORT_GLOBAL_FALLBACK
9CSP	1	3ND3	1	0.812500	1.000000	1.000000	16			SHORT_GLOBAL_FALLBACK
9CSP	1	3ND4	1	1.000000	1.000000	1.000000	16			SHORT_GLOBAL_FALLBACK
9CSQ	1	3ND4	1	0.937500	1.000000	1.000000	16			SHORT_GLOBAL_FALLBACK
9CSR	1	3ND4	1	0.937500	1.000000	1.000000	16			SHORT_GLOBAL_FALLBACK
9DP9	1	8TJQ	1	0.981000	0.836000	0.850000	374	2.353E-191	641	MMSEQS2
9DP9	1	8TJV	1	0.981000	0.827000	0.887000	370	7.297E-189	634	MMSEQS2
9DP9	1	8TJX	1	0.981000	0.836000	0.850000	374	2.353E-191	641	MMSEQS2
9E9O	1	8UYS	1	0.941000	1.000000	0.831000	103	7.342E-44	156	MMSEQS2
9E9Q	1	8UYS	1	0.941000	1.000000	0.831000	103	7.342E-44	156	MMSEQS2
9G4J	1	4E8M	1	0.996000	0.982000	0.832000	328	9.113E-180	585	MMSEQS2
9G4J	1	4E8N	1	0.996000	0.982000	0.835000	328	9.113E-180	585	MMSEQS2
9G4J	1	4E8P	1	0.996000	0.982000	0.835000	328	9.113E-180	585	MMSEQS2
9G4J	1	4E8Q	1	0.996000	0.982000	0.835000	328	9.113E-180	585	MMSEQS2
9G4J	1	4E8R	1	0.996000	0.982000	0.835000	328	9.113E-180	585	MMSEQS2
9G4J	1	4E8V	1	0.996000	0.982000	0.835000	328	9.113E-180	585	MMSEQS2
9G4J	1	4FAQ	1	1.000000	0.994000	0.838000	332	3.874E-184	596	MMSEQS2
9G4J	1	4FAU	1	1.000000	1.000000	0.839000	334	1.730E-185	600	MMSEQS2
9G4J	1	4FAX	1	0.996000	0.982000	0.832000	328	9.113E-180	585	MMSEQS2
9G4J	1	4FB0	1	0.996000	0.982000	0.835000	328	9.113E-180	585	MMSEQS2
9G4J	1	6T3N	1	0.997000	1.000000	0.839000	334	8.421E-184	595	MMSEQS2
9G4J	1	6T3S	1	0.997000	1.000000	0.839000	334	8.421E-184	595	MMSEQS2
9G4L	1	4E8M	1	0.996000	0.982000	0.832000	328	9.113E-180	585	MMSEQS2
9G4L	1	4E8N	1	0.996000	0.982000	0.835000	328	9.113E-180	585	MMSEQS2
9G4L	1	4E8P	1	0.996000	0.982000	0.835000	328	9.113E-180	585	MMSEQS2
9G4L	1	4E8Q	1	0.996000	0.982000	0.835000	328	9.113E-180	585	MMSEQS2
9G4L	1	4E8R	1	0.996000	0.982000	0.835000	328	9.113E-180	585	MMSEQS2
9G4L	1	4E8V	1	0.996000	0.982000	0.835000	328	9.113E-180	585	MMSEQS2
9G4L	1	4FAQ	1	1.000000	0.994000	0.838000	332	3.874E-184	596	MMSEQS2
9G4L	1	4FAU	1	1.000000	1.000000	0.839000	334	1.730E-185	600	MMSEQS2
9G4L	1	4FAX	1	0.996000	0.982000	0.832000	328	9.113E-180	585	MMSEQS2
9G4L	1	4FB0	1	0.996000	0.982000	0.835000	328	9.113E-180	585	MMSEQS2
9G4L	1	6T3N	1	0.997000	1.000000	0.839000	334	8.421E-184	595	MMSEQS2
9G4L	1	6T3S	1	0.997000	1.000000	0.839000	334	8.421E-184	595	MMSEQS2
9G54	1	3BWP	1	1.000000	0.978000	0.859000	354	6.082E-196	636	MMSEQS2
9G54	1	4DS6	1	1.000000	0.997000	0.855000	361	1.187E-200	648	MMSEQS2
9G54	1	4E8M	1	0.997000	0.981000	0.901000	355	6.160E-195	633	MMSEQS2
9G54	1	4E8N	1	0.997000	0.981000	0.903000	355	6.160E-195	633	MMSEQS2
9G54	1	4E8P	1	0.997000	0.981000	0.903000	355	6.160E-195	633	MMSEQS2
9G54	1	4E8Q	1	0.997000	0.981000	0.903000	355	6.160E-195	633	MMSEQS2
9G54	1	4E8R	1	0.997000	0.981000	0.903000	355	6.160E-195	633	MMSEQS2
9G54	1	4E8V	1	0.997000	0.981000	0.903000	355	6.160E-195	633	MMSEQS2
9G54	1	4FAQ	1	1.000000	0.992000	0.907000	359	2.648E-199	645	MMSEQS2
9G54	1	4FAU	1	1.000000	1.000000	0.910000	362	2.509E-201	650	MMSEQS2
9G54	1	4FAX	1	0.997000	0.981000	0.901000	355	6.160E-195	633	MMSEQS2
9G54	1	4FB0	1	0.997000	0.981000	0.903000	355	6.160E-195	633	MMSEQS2
9G54	1	5J01	1	0.977000	0.978000	0.844000	354	2.470E-181	596	MMSEQS2
9G54	1	6T3N	1	0.997000	1.000000	0.910000	362	1.219E-199	646	MMSEQS2
9G54	1	6T3S	1	0.997000	1.000000	0.910000	362	1.219E-199	646	MMSEQS2
9IO0	1	8I44	1	0.842105	1.000000	1.000000	19			SHORT_GLOBAL_FALLBACK
9IO0	1	8I46	1	0.894737	1.000000	1.000000	19			SHORT_GLOBAL_FALLBACK
9IO1	1	8I44	1	0.894737	1.000000	1.000000	19			SHORT_GLOBAL_FALLBACK
9IO1	1	8I46	1	0.842105	1.000000	1.000000	19			SHORT_GLOBAL_FALLBACK
9IOR	1	8I44	1	0.842105	1.000000	1.000000	19			SHORT_GLOBAL_FALLBACK
9IOR	1	8I46	1	0.894737	1.000000	1.000000	19			SHORT_GLOBAL_FALLBACK
9J9X	1	6WLS	1	1.000000	1.000000	0.985000	382	1.222E-212	686	MMSEQS2
9J9X	1	7EZ0	1	1.000000	1.000000	0.987000	382	1.222E-212	686	MMSEQS2
9J9X	1	7R6N	1	0.960000	1.000000	0.969000	382	9.013E-186	613	MMSEQS2
9J9X	1	7UVT	1	1.000000	1.000000	0.987000	382	1.222E-212	686	MMSEQS2
9J9X	1	7XD3	1	1.000000	1.000000	0.897000	382	1.222E-212	686	MMSEQS2
9J9X	1	7XD4	1	1.000000	1.000000	0.903000	382	1.222E-212	686	MMSEQS2
9J9X	1	7XD7	1	1.000000	1.000000	0.943000	382	1.222E-212	686	MMSEQS2
9J9X	1	7XSK	1	1.000000	1.000000	0.985000	382	1.222E-212	686	MMSEQS2
9J9X	1	7XSL	1	1.000000	1.000000	0.985000	382	1.222E-212	686	MMSEQS2
9J9X	1	7XSM	1	1.000000	1.000000	0.985000	382	1.222E-212	686	MMSEQS2
9J9X	1	7XSN	1	1.000000	1.000000	0.985000	382	1.222E-212	686	MMSEQS2
9J9X	1	7YC8	1	1.000000	1.000000	0.972000	382	1.222E-212	686	MMSEQS2
9J9X	1	8HD6	1	0.997000	1.000000	0.912000	382	5.929E-211	681	MMSEQS2
9J9X	1	8HD7	1	0.997000	1.000000	0.912000	382	5.929E-211	681	MMSEQS2
9J9X	1	8I7N	1	0.997000	1.000000	0.914000	382	5.929E-211	681	MMSEQS2
9JA7	1	1EHT	1	1.000000	0.939000	0.939000	31	1.206E-13	57	MMSEQS2
9JA7	1	1O15	1	1.000000	0.939000	0.939000	31	1.206E-13	57	MMSEQS2
9JA9	1	1EHT	1	1.000000	0.939000	0.939000	31	1.206E-13	57	MMSEQS2
9JA9	1	1O15	1	1.000000	0.939000	0.939000	31	1.206E-13	57	MMSEQS2
9JC8	1	6WLS	1	1.000000	1.000000	0.985000	382	1.222E-212	686	MMSEQS2
9JC8	1	7EZ0	1	1.000000	1.000000	0.987000	382	1.222E-212	686	MMSEQS2
9JC8	1	7R6N	1	0.960000	1.000000	0.969000	382	9.013E-186	613	MMSEQS2
9JC8	1	7UVT	1	1.000000	1.000000	0.987000	382	1.222E-212	686	MMSEQS2
9JC8	1	7XD3	1	1.000000	1.000000	0.897000	382	1.222E-212	686	MMSEQS2
9JC8	1	7XD4	1	1.000000	1.000000	0.903000	382	1.222E-212	686	MMSEQS2
9JC8	1	7XD7	1	1.000000	1.000000	0.943000	382	1.222E-212	686	MMSEQS2
9JC8	1	7XSK	1	1.000000	1.000000	0.985000	382	1.222E-212	686	MMSEQS2
9JC8	1	7XSL	1	1.000000	1.000000	0.985000	382	1.222E-212	686	MMSEQS2
9JC8	1	7XSM	1	1.000000	1.000000	0.985000	382	1.222E-212	686	MMSEQS2
9JC8	1	7XSN	1	1.000000	1.000000	0.985000	382	1.222E-212	686	MMSEQS2
9JC8	1	7YC8	1	1.000000	1.000000	0.972000	382	1.222E-212	686	MMSEQS2
9JC8	1	8HD6	1	0.997000	1.000000	0.912000	382	5.929E-211	681	MMSEQS2
9JC8	1	8HD7	1	0.997000	1.000000	0.912000	382	5.929E-211	681	MMSEQS2
9JC8	1	8I7N	1	0.997000	1.000000	0.914000	382	5.929E-211	681	MMSEQS2
9MDW	1	3ND3	1	0.812500	1.000000	1.000000	16			SHORT_GLOBAL_FALLBACK
9MDW	1	3ND4	1	1.000000	1.000000	1.000000	16			SHORT_GLOBAL_FALLBACK
9MDX	1	3ND3	1	0.812500	1.000000	1.000000	16			SHORT_GLOBAL_FALLBACK
9MDX	1	3ND4	1	1.000000	1.000000	1.000000	16			SHORT_GLOBAL_FALLBACK
9MDY	1	3ND3	1	0.812500	1.000000	1.000000	16			SHORT_GLOBAL_FALLBACK
9MDY	1	3ND4	1	1.000000	1.000000	1.000000	16			SHORT_GLOBAL_FALLBACK
9OV3	1	2A64	1	1.000000	1.000000	1.000000	417	1.955E-232	749	MMSEQS2
9OV6	1	2A64	1	1.000000	1.000000	1.000000	417	1.955E-232	749	MMSEQS2
9OV7	1	2A64	1	1.000000	1.000000	1.000000	417	1.955E-232	749	MMSEQS2
9OV8	1	2A64	1	1.000000	1.000000	1.000000	417	1.955E-232	749	MMSEQS2
9OVB	1	2A64	1	1.000000	1.000000	1.000000	417	1.955E-232	749	MMSEQS2
9OVC	1	2A64	1	1.000000	1.000000	1.000000	417	1.955E-232	749	MMSEQS2
9OY2	1	2A64	1	0.988000	1.000000	1.000000	417	4.852E-224	726	MMSEQS2
9OY3	1	2A64	1	0.988000	1.000000	1.000000	417	4.852E-224	726	MMSEQS2
9OY4	1	2A64	1	0.990000	1.000000	1.000000	417	1.031E-225	731	MMSEQS2
9PDE	1	1AJU	1	0.833333	1.000000	1.000000	30			SHORT_GLOBAL_FALLBACK
9PDE	1	1AKX	1	0.833333	1.000000	1.000000	30			SHORT_GLOBAL_FALLBACK
9PDE	1	1ANR	1	0.931034	1.000000	1.000000	29			SHORT_GLOBAL_FALLBACK
9PDE	1	1ARJ	1	0.931034	1.000000	1.000000	29			SHORT_GLOBAL_FALLBACK
9PDE	1	1LVJ	1	0.870968	1.000000	1.000000	31			SHORT_GLOBAL_FALLBACK
9PDE	1	1QD3	1	0.827586	1.000000	1.000000	29			SHORT_GLOBAL_FALLBACK
9PDE	1	1UTS	1	0.931034	1.000000	1.000000	29			SHORT_GLOBAL_FALLBACK
9PDE	1	1UUD	1	0.931034	1.000000	1.000000	29			SHORT_GLOBAL_FALLBACK
9PDE	1	1UUI	1	0.931034	1.000000	1.000000	29			SHORT_GLOBAL_FALLBACK
9PDE	1	2L8H	1	0.931034	1.000000	1.000000	29			SHORT_GLOBAL_FALLBACK
9PDE	1	7JU1	1	0.931034	1.000000	1.000000	29			SHORT_GLOBAL_FALLBACK
9PDE	1	8THV	1	0.931034	1.000000	1.000000	29			SHORT_GLOBAL_FALLBACK
9PDE	1	8U3M	1	0.870968	1.000000	1.000000	31			SHORT_GLOBAL_FALLBACK
9PDF	1	1AJU	1	0.866667	1.000000	1.000000	30			SHORT_GLOBAL_FALLBACK
9PDF	1	1AKX	1	0.866667	1.000000	1.000000	30			SHORT_GLOBAL_FALLBACK
9PDF	1	1ANR	1	0.965517	1.000000	1.000000	29			SHORT_GLOBAL_FALLBACK
9PDF	1	1ARJ	1	0.965517	1.000000	1.000000	29			SHORT_GLOBAL_FALLBACK
9PDF	1	1LVJ	1	0.923000	0.897000	0.839000	26	3.054E-07	39	MMSEQS2
9PDF	1	1QD3	1	0.884000	0.897000	0.897000	26	1.348E-05	35	MMSEQS2
9PDF	1	1UTS	1	0.965517	1.000000	1.000000	29			SHORT_GLOBAL_FALLBACK
9PDF	1	1UUD	1	0.965517	1.000000	1.000000	29			SHORT_GLOBAL_FALLBACK
9PDF	1	1UUI	1	0.965517	1.000000	1.000000	29			SHORT_GLOBAL_FALLBACK
9PDF	1	2L8H	1	0.965517	1.000000	1.000000	29			SHORT_GLOBAL_FALLBACK
9PDF	1	7JU1	1	0.965517	1.000000	1.000000	29			SHORT_GLOBAL_FALLBACK
9PDF	1	8THV	1	0.965517	1.000000	1.000000	29			SHORT_GLOBAL_FALLBACK
9PDF	1	8U3M	1	0.903226	1.000000	1.000000	31			SHORT_GLOBAL_FALLBACK
9PDG	1	1AJU	1	0.900000	1.000000	1.000000	30			SHORT_GLOBAL_FALLBACK
9PDG	1	1AKX	1	0.900000	1.000000	1.000000	30			SHORT_GLOBAL_FALLBACK
9PDG	1	1ANR	1	1.000000	1.000000	1.000000	29	8.720E-13	53	MMSEQS2
9PDG	1	1ARJ	1	1.000000	1.000000	1.000000	29	8.720E-13	53	MMSEQS2
9PDG	1	1LVJ	1	0.961000	0.897000	0.839000	26	6.204E-09	44	MMSEQS2
9PDG	1	1QD3	1	0.923000	0.897000	0.897000	26	3.054E-07	39	MMSEQS2
9PDG	1	1UTS	1	1.000000	1.000000	1.000000	29	8.720E-13	53	MMSEQS2
9PDG	1	1UUD	1	1.000000	1.000000	1.000000	29	8.720E-13	53	MMSEQS2
9PDG	1	1UUI	1	1.000000	1.000000	1.000000	29	8.720E-13	53	MMSEQS2
9PDG	1	2L8H	1	1.000000	1.000000	1.000000	29	8.720E-13	53	MMSEQS2
9PDG	1	7JU1	1	1.000000	1.000000	1.000000	29	8.720E-13	53	MMSEQS2
9PDG	1	8THV	1	1.000000	1.000000	1.000000	29	8.720E-13	53	MMSEQS2
9PDG	1	8U3M	1	0.935484	1.000000	1.000000	31			SHORT_GLOBAL_FALLBACK
9RB4	1	1MSY	1	0.851852	1.000000	1.000000	27			SHORT_GLOBAL_FALLBACK
9RB4	1	1Q9A	1	0.925926	1.000000	1.000000	27			SHORT_GLOBAL_FALLBACK
9RB4	1	3DVZ	1	0.925926	1.000000	1.000000	27			SHORT_GLOBAL_FALLBACK
9RB4	1	3DW4	1	0.925926	1.000000	1.000000	27			SHORT_GLOBAL_FALLBACK
9RB4	1	3DW5	1	0.925926	1.000000	1.000000	27			SHORT_GLOBAL_FALLBACK
9RB4	1	3DW6	1	0.925926	1.000000	1.000000	27			SHORT_GLOBAL_FALLBACK
9RB4	1	3DW7	1	0.925926	1.000000	1.000000	27			SHORT_GLOBAL_FALLBACK
9RB4	1	3S7C	1	0.962963	1.000000	1.000000	27			SHORT_GLOBAL_FALLBACK
9RB4	1	3S8U	1	0.925926	1.000000	1.000000	27			SHORT_GLOBAL_FALLBACK
9RB4	1	480D	1	0.925926	1.000000	1.000000	27			SHORT_GLOBAL_FALLBACK
9RB4	1	483D	1	0.925926	1.000000	1.000000	27			SHORT_GLOBAL_FALLBACK
9RB4	1	4NLF	1	0.888889	1.000000	1.000000	27			SHORT_GLOBAL_FALLBACK
9RB4	1	4NMG	1	0.888889	1.000000	1.000000	27			SHORT_GLOBAL_FALLBACK
9RB4	1	4NXH	1	0.962963	1.000000	1.000000	27			SHORT_GLOBAL_FALLBACK
9RB4	1	4Y27	1	0.925926	1.000000	1.000000	27			SHORT_GLOBAL_FALLBACK
9RB4	1	5D99	1	0.925926	1.000000	1.000000	27			SHORT_GLOBAL_FALLBACK
9RB4	1	5MRX	1	0.888889	1.000000	1.000000	27			SHORT_GLOBAL_FALLBACK
9RB4	1	5NQI	1	0.888889	1.000000	1.000000	27			SHORT_GLOBAL_FALLBACK
9RB4	1	6Y0Y	1	0.888889	1.000000	1.000000	27			SHORT_GLOBAL_FALLBACK
9RB4	1	6ZYB	1	0.888889	1.000000	1.000000	27			SHORT_GLOBAL_FALLBACK
9RB4	1	7EEM	1	0.925926	1.000000	1.000000	27			SHORT_GLOBAL_FALLBACK
9RB4	1	7JJD	1	0.925926	1.000000	1.000000	27			SHORT_GLOBAL_FALLBACK
9RB4	1	7JJE	1	0.888889	1.000000	1.000000	27			SHORT_GLOBAL_FALLBACK
9RB4	1	7JJF	1	0.888889	1.000000	1.000000	27			SHORT_GLOBAL_FALLBACK
9RB4	1	7L3R	1	0.925926	1.000000	1.000000	27			SHORT_GLOBAL_FALLBACK
9RB4	1	7M3V	1	0.925926	1.000000	1.000000	27			SHORT_GLOBAL_FALLBACK
9RB4	1	7QP2	1	0.925926	1.000000	1.000000	27			SHORT_GLOBAL_FALLBACK
9RB4	1	7QSH	1	0.888889	1.000000	1.000000	27			SHORT_GLOBAL_FALLBACK
9RB4	1	7UCR	1	0.925926	1.000000	1.000000	27			SHORT_GLOBAL_FALLBACK
9SXV	1	8CLR	1	1.000000	1.000000	1.000000	14			SHORT_GLOBAL_FALLBACK
9SY4	1	8CLR	1	1.000000	1.000000	1.000000	14			SHORT_GLOBAL_FALLBACK
9ZBQ	1	6WLS	1	1.000000	1.000000	1.000000	388	4.935E-216	697	MMSEQS2
9ZBQ	1	7EZ0	1	1.000000	0.997000	1.000000	387	2.334E-215	695	MMSEQS2
9ZBQ	1	7R6N	1	0.961000	1.000000	0.985000	388	3.680E-189	624	MMSEQS2
9ZBQ	1	7UVT	1	1.000000	0.997000	1.000000	387	2.334E-215	695	MMSEQS2
9ZBQ	1	7XD3	1	1.000000	1.000000	0.911000	388	4.935E-216	697	MMSEQS2
9ZBQ	1	7XD4	1	1.000000	1.000000	0.917000	388	4.935E-216	697	MMSEQS2
9ZBQ	1	7XD7	1	1.000000	1.000000	0.958000	388	4.935E-216	697	MMSEQS2
9ZBQ	1	7XSK	1	1.000000	1.000000	1.000000	388	4.935E-216	697	MMSEQS2
9ZBQ	1	7XSL	1	1.000000	1.000000	1.000000	388	4.935E-216	697	MMSEQS2
9ZBQ	1	7XSM	1	1.000000	1.000000	1.000000	388	4.935E-216	697	MMSEQS2
9ZBQ	1	7XSN	1	1.000000	1.000000	1.000000	388	4.935E-216	697	MMSEQS2
9ZBQ	1	7YC8	1	1.000000	1.000000	0.987000	388	4.935E-216	697	MMSEQS2
9ZBQ	1	8HD6	1	0.997000	1.000000	0.926000	388	2.394E-214	692	MMSEQS2
9ZBQ	1	8HD7	1	0.997000	1.000000	0.926000	388	2.394E-214	692	MMSEQS2
9ZBQ	1	8I7N	1	0.997000	1.000000	0.928000	388	2.394E-214	692	MMSEQS2
9ZBR	1	6WLS	1	1.000000	1.000000	0.997000	387	1.815E-215	695	MMSEQS2
9ZBR	1	7EZ0	1	1.000000	1.000000	1.000000	387	1.815E-215	695	MMSEQS2
9ZBR	1	7R6N	1	0.961000	1.000000	0.982000	387	1.351E-188	622	MMSEQS2
9ZBR	1	7UVT	1	1.000000	1.000000	1.000000	387	1.815E-215	695	MMSEQS2
9ZBR	1	7XD3	1	1.000000	1.000000	0.908000	387	1.815E-215	695	MMSEQS2
9ZBR	1	7XD4	1	1.000000	1.000000	0.915000	387	1.815E-215	695	MMSEQS2
9ZBR	1	7XD7	1	1.000000	1.000000	0.956000	387	1.815E-215	695	MMSEQS2
9ZBR	1	7XSK	1	1.000000	1.000000	0.997000	387	1.815E-215	695	MMSEQS2
9ZBR	1	7XSL	1	1.000000	1.000000	0.997000	387	1.815E-215	695	MMSEQS2
9ZBR	1	7XSM	1	1.000000	1.000000	0.997000	387	1.815E-215	695	MMSEQS2
9ZBR	1	7XSN	1	1.000000	1.000000	0.997000	387	1.815E-215	695	MMSEQS2
9ZBR	1	7YC8	1	1.000000	1.000000	0.985000	387	1.815E-215	695	MMSEQS2
9ZBR	1	8HD6	1	0.997000	1.000000	0.924000	387	8.806E-214	690	MMSEQS2
9ZBR	1	8HD7	1	0.997000	1.000000	0.924000	387	8.806E-214	690	MMSEQS2
9ZBR	1	8I7N	1	0.997000	1.000000	0.926000	387	8.806E-214	690	MMSEQS2
9ZC6	1	6WLS	1	1.000000	1.000000	1.000000	388	4.935E-216	697	MMSEQS2
9ZC6	1	7EZ0	1	1.000000	0.997000	1.000000	387	2.334E-215	695	MMSEQS2
9ZC6	1	7R6N	1	0.961000	1.000000	0.985000	388	3.680E-189	624	MMSEQS2
9ZC6	1	7UVT	1	1.000000	0.997000	1.000000	387	2.334E-215	695	MMSEQS2
9ZC6	1	7XD3	1	1.000000	1.000000	0.911000	388	4.935E-216	697	MMSEQS2
9ZC6	1	7XD4	1	1.000000	1.000000	0.917000	388	4.935E-216	697	MMSEQS2
9ZC6	1	7XD7	1	1.000000	1.000000	0.958000	388	4.935E-216	697	MMSEQS2
9ZC6	1	7XSK	1	1.000000	1.000000	1.000000	388	4.935E-216	697	MMSEQS2
9ZC6	1	7XSL	1	1.000000	1.000000	1.000000	388	4.935E-216	697	MMSEQS2
9ZC6	1	7XSM	1	1.000000	1.000000	1.000000	388	4.935E-216	697	MMSEQS2
9ZC6	1	7XSN	1	1.000000	1.000000	1.000000	388	4.935E-216	697	MMSEQS2
9ZC6	1	7YC8	1	1.000000	1.000000	0.987000	388	4.935E-216	697	MMSEQS2
9ZC6	1	8HD6	1	0.997000	1.000000	0.926000	388	2.394E-214	692	MMSEQS2
9ZC6	1	8HD7	1	0.997000	1.000000	0.926000	388	2.394E-214	692	MMSEQS2
9ZC6	1	8I7N	1	0.997000	1.000000	0.928000	388	2.394E-214	692	MMSEQS2
9ZC7	1	7PTK	1	1.000000	1.000000	1.000000	720	0.000E+00	1291	MMSEQS2
9ZC7	1	7PTL	1	1.000000	1.000000	1.000000	720	0.000E+00	1291	MMSEQS2
9ZDV	1	2A64	1	0.997000	1.000000	1.000000	417	9.468E-231	744	MMSEQS2
9ZF2	1	2A64	1	1.000000	1.000000	1.000000	417	1.955E-232	749	MMSEQS2
9ZF3	1	2A64	1	1.000000	1.000000	1.000000	417	1.955E-232	749	MMSEQS2
9ZF5	1	2A64	1	1.000000	1.000000	1.000000	417	1.955E-232	749	MMSEQS2
9ZF9	1	2A64	1	0.997000	1.000000	1.000000	417	9.468E-231	744	MMSEQS2
9ZFC	1	2A64	1	1.000000	1.000000	1.000000	417	1.955E-232	749	MMSEQS2
9ZFD	1	2A64	1	1.000000	1.000000	1.000000	417	1.955E-232	749	MMSEQS2
9ZGM	1	2A64	1	1.000000	1.000000	1.000000	417	1.955E-232	749	MMSEQS2
9ZGN	1	2A64	1	1.000000	1.000000	1.000000	417	1.955E-232	749	MMSEQS2
9ZGO	1	2A64	1	1.000000	1.000000	1.000000	417	1.955E-232	749	MMSEQS2
9ZGP	1	2A64	1	1.000000	1.000000	1.000000	417	1.955E-232	749	MMSEQS2
9ZGQ	1	2A64	1	0.997000	1.000000	1.000000	417	9.468E-231	744	MMSEQS2
9ZGR	1	2A64	1	1.000000	1.000000	1.000000	417	1.955E-232	749	MMSEQS2
9ZGS	1	2A64	1	1.000000	1.000000	1.000000	417	1.955E-232	749	MMSEQS2
9ZGT	1	2A64	1	0.997000	1.000000	1.000000	417	9.468E-231	744	MMSEQS2
9ZGU	1	2A64	1	1.000000	1.000000	1.000000	417	1.955E-232	749	MMSEQS2
9ZGV	1	2A64	1	1.000000	1.000000	1.000000	417	1.955E-232	749	MMSEQS2
9ZGW	1	2A64	1	1.000000	1.000000	1.000000	417	1.955E-232	749	MMSEQS2
9ZGX	1	2A64	1	0.997000	1.000000	1.000000	417	9.468E-231	744	MMSEQS2
9ZGY	1	2A64	1	1.000000	1.000000	1.000000	417	1.955E-232	749	MMSEQS2
9ZGZ	1	2A64	1	0.997000	1.000000	1.000000	417	9.468E-231	744	MMSEQS2
9ZH0	1	2A64	1	0.997000	1.000000	1.000000	417	9.468E-231	744	MMSEQS2
9ZH1	1	2A64	1	0.997000	1.000000	1.000000	417	9.468E-231	744	MMSEQS2
9ZH2	1	2A64	1	0.997000	1.000000	1.000000	417	9.468E-231	744	MMSEQS2
9ZH5	1	2A64	1	0.997000	1.000000	1.000000	417	9.468E-231	744	MMSEQS2
9ZH7	1	2A64	1	1.000000	1.000000	1.000000	417	1.955E-232	749	MMSEQS2
9ZH9	1	2A64	1	0.997000	1.000000	1.000000	417	9.468E-231	744	MMSEQS2
9ZHA	1	2A64	1	0.997000	1.000000	1.000000	417	9.468E-231	744	MMSEQS2
9ZHB	1	2A64	1	0.997000	1.000000	1.000000	417	9.468E-231	744	MMSEQS2
9ZHC	1	2A64	1	1.000000	1.000000	1.000000	417	1.955E-232	749	MMSEQS2
9ZHD	1	2A64	1	1.000000	1.000000	1.000000	417	1.955E-232	749	MMSEQS2
9ZHE	1	2A64	1	1.000000	1.000000	1.000000	417	1.955E-232	749	MMSEQS2
9ZHF	1	2A64	1	1.000000	1.000000	1.000000	417	1.955E-232	749	MMSEQS2
9ZHG	1	2A64	1	0.997000	1.000000	1.000000	417	9.468E-231	744	MMSEQS2
9ZHI	1	2A64	1	0.997000	1.000000	1.000000	417	9.468E-231	744	MMSEQS2
9ZHJ	1	2A64	1	1.000000	1.000000	1.000000	417	1.955E-232	749	MMSEQS2
9ZHK	1	2A64	1	1.000000	1.000000	1.000000	417	1.955E-232	749	MMSEQS2
9ZHL	1	2A64	1	1.000000	1.000000	1.000000	417	1.955E-232	749	MMSEQS2
9ZHO	1	2A64	1	0.997000	1.000000	1.000000	417	9.468E-231	744	MMSEQS2
9ZHP	1	2A64	1	1.000000	1.000000	1.000000	417	1.955E-232	749	MMSEQS2
9ZHR	1	2A64	1	1.000000	1.000000	1.000000	417	1.955E-232	749	MMSEQS2
9ZHS	1	2A64	1	1.000000	1.000000	1.000000	417	1.955E-232	749	MMSEQS2
9ZHT	1	2A64	1	1.000000	1.000000	1.000000	417	1.955E-232	749	MMSEQS2
9ZHU	1	2A64	1	1.000000	1.000000	1.000000	417	1.955E-232	749	MMSEQS2
9ZHV	1	2A64	1	0.997000	1.000000	1.000000	417	9.468E-231	744	MMSEQS2
9ZHW	1	2A64	1	0.997000	1.000000	1.000000	417	9.468E-231	744	MMSEQS2
9ZHX	1	2A64	1	1.000000	1.000000	1.000000	417	1.955E-232	749	MMSEQS2
9ZHZ	1	2A64	1	1.000000	1.000000	1.000000	417	1.955E-232	749	MMSEQS2
9ZI0	1	2A64	1	1.000000	1.000000	1.000000	417	1.955E-232	749	MMSEQS2
9ZI2	1	2A64	1	0.997000	1.000000	1.000000	417	9.468E-231	744	MMSEQS2
9ZI3	1	2A64	1	0.997000	1.000000	1.000000	417	9.468E-231	744	MMSEQS2
9ZI4	1	2A64	1	0.997000	1.000000	1.000000	417	9.468E-231	744	MMSEQS2
9ZI5	1	2A64	1	1.000000	1.000000	1.000000	417	1.955E-232	749	MMSEQS2
