pdb_id	candidate_count	valid_candidate_count	failed_candidate_count	rank1_seed	rank1_sample	ranking_score	rank1_rmsd	rank1_valid_rmsd	rank1_eval_status	rank1_evaluation_protocol	candidate_failure_reasons	exclude_from_strict_rank1_rmsd	exclusion_reason
1SZY	25	25	0	42	0	0.0919445976614952	1.04	True	SUCCESS	foldbench_full		False	
1T0D	25	25	0	8888	0	0.7446402311325073	19.722	True	SUCCESS	foldbench_full		False	
1T0E	25	25	0	42	0	0.7130279541015625	0.301	True	SUCCESS	foldbench_full		False	
1T1O	25	0	25	8888	0	0.5534572601318359		False	missing_output	unavailable	GDT_TOO_FEW_MAPPED_POSITIONS	True	NO_CANDIDATE_HAS_VALID_RMSD
1T28	25	25	0	42	0	0.1246081590652465	4.779	True	SUCCESS	foldbench_full		False	
1T4X	25	25	0	2024	0	0.0298729874193668	8.812	True	SUCCESS	foldbench_full		False	
1TBK	25	25	0	42	0	0.0294122695922851	3.968	True	SUCCESS	foldbench_full		False	
1TFN	25	25	0	101	0	0.1117798835039138	3.285	True	SUCCESS	foldbench_full		False	
1TJZ	25	25	0	2024	0	0.1049136742949485	2.199	True	SUCCESS	foldbench_full		False	
1TLR	25	25	0	101	0	0.1151845604181289	4.789	True	SUCCESS	foldbench_full		False	
1TN1	25	25	0	101	0	0.7538479566574097	0.907	True	SUCCESS	foldbench_full		False	
1TN2	25	25	0	101	0	0.753685712814331	0.9	True	SUCCESS	foldbench_full		False	
1TOB	25	25	0	8888	0	0.8704356551170349	4.786	True	SUCCESS	foldbench_full		False	
1TRA	25	25	0	8888	0	0.6985564827919006	1.415	True	SUCCESS	foldbench_full		False	
1TUT	25	25	0	42	0	0.482907772064209	2.022	True	SUCCESS	foldbench_full		False	
1TXS	25	25	0	42	0	0.1248985081911087	3.269	True	SUCCESS	foldbench_full		False	
1U2A	25	25	0	42	0	0.0667585283517837	1.637	True	SUCCESS	foldbench_full		False	
1U3K	25	25	0	101	0	0.1054656729102134	10.043	True	SUCCESS	foldbench_full		False	
1U9S	25	25	0	2024	0	0.4781514704227447	3.682	True	SUCCESS	foldbench_full		False	
1UTS	25	25	0	66	0	0.7821824550628662	5.641	True	SUCCESS	foldbench_full		False	
1UUD	25	25	0	66	0	0.7890893220901489	2.641	True	SUCCESS	foldbench_full		False	
1UUI	25	25	0	66	0	0.7966312766075134	3.82	True	SUCCESS	foldbench_full		False	
1UUU	25	25	0	101	0	0.0339653529226779	2.028	True	SUCCESS	foldbench_full		False	
1VOP	25	25	0	66	0	0.0076582692563533	4.652	True	SUCCESS	foldbench_full		False	
1VTQ	25	25	0	8888	0	0.1742115765810012	1.435	True	SUCCESS	foldbench_full		False	
1WKS	25	25	0	2024	0	0.0342581942677497	0.999	True	SUCCESS	foldbench_full		False	
1WTS	25	25	0	101	0	0.1749727129936218	2.526	True	SUCCESS	foldbench_full		False	
1WTT	25	25	0	42	0	0.1755594611167907	2.682	True	SUCCESS	foldbench_full		False	
1WVD	25	25	0	42	0	0.5020601153373718	21.949	True	SUCCESS	foldbench_full		False	
1X8W	25	25	0	8888	0	0.2239385247230529	55.59	True	SUCCESS	foldbench_full		False	
1X9C	25	25	0	2024	0	0.93202805519104	0.21	True	SUCCESS	foldbench_full		False	
1X9K	25	25	0	66	0	0.8825603723526001	0.192	True	SUCCESS	foldbench_full		False	
1XHP	25	25	0	42	0	0.1294954568147659	2.545	True	SUCCESS	foldbench_full		False	
1XJR	25	25	0	2024	0	0.5556697249412537	1.722	True	SUCCESS	foldbench_full		False	
1XP7	25	25	0	8888	0	0.5304181575775146	0.496	True	SUCCESS	foldbench_full		False	
1XPE	25	25	0	66	0	0.5012625455856323	21.344	True	SUCCESS	foldbench_full		False	
1XPF	25	25	0	101	0	0.5958768129348755	22.388	True	SUCCESS	foldbench_full		False	
1XSG	25	25	0	101	0	0.1265618205070495	2.701	True	SUCCESS	foldbench_full		False	
1XSH	25	25	0	2024	0	0.1236719638109207	2.527	True	SUCCESS	foldbench_full		False	
1XST	25	25	0	42	0	0.5959650874137878	3.436	True	SUCCESS	foldbench_full		False	
1XSU	25	25	0	101	0	0.5966548323631287	2.407	True	SUCCESS	foldbench_full		False	
1XV0	25	25	0	2024	0	0.835509181022644	1.604	True	SUCCESS	foldbench_full		False	
1XV6	25	25	0	2024	0	0.1758521646261215	8.606	True	SUCCESS	rigid_only_rescue		False	
1XWP	25	25	0	8888	0	0.0062504685483872	2.037	True	SUCCESS	foldbench_full		False	
1XWU	25	25	0	42	0	0.0051526590250432	2.363	True	SUCCESS	foldbench_full		False	
1Y0Q	25	25	0	101	0	0.8103495836257935	1.458	True	SUCCESS	foldbench_full		False	
1Y26	25	25	0	101	0	0.8266891837120056	0.368	True	SUCCESS	foldbench_full		False	
1Y27	25	25	0	42	0	0.960674524307251	0.399	True	SUCCESS	foldbench_full		False	
1Y3O	25	25	0	8888	0	0.5212433338165283	21.604	True	SUCCESS	foldbench_full		False	
1Y3S	25	25	0	8888	0	0.5330230593681335	21.558	True	SUCCESS	foldbench_full		False	
1Y6S	25	25	0	8888	0	0.5100118517875671	20.681	True	SUCCESS	foldbench_full		False	
1Y6T	25	25	0	8888	0	0.5055054426193237	0.924	True	SUCCESS	foldbench_full		False	
1Y73	25	25	0	8888	0	0.4831654727458954	22.005	True	SUCCESS	foldbench_full		False	
1Y90	25	25	0	101	0	0.5049101710319519	1.047	True	SUCCESS	foldbench_full		False	
1Y95	25	25	0	8888	0	0.4670470356941223	21.844	True	SUCCESS	foldbench_full		False	
1Y99	25	25	0	42	0	0.4942618608474731	22.309	True	SUCCESS	foldbench_full		False	
1YFG	25	25	0	101	0	0.1841327399015426	4.002	True	SUCCESS	foldbench_full		False	
1YFV	25	25	0	42	0	0.0232622027397155	1.104	True	SUCCESS	foldbench_full		False	
1YG3	25	25	0	101	0	0.169960930943489	3.025	True	SUCCESS	foldbench_full		False	
1YG4	25	25	0	101	0	0.1699225306510925	2.939	True	SUCCESS	foldbench_full		False	
1YKQ	25	25	0	101	0	0.4786846339702606	27.707	True	SUCCESS	foldbench_full		False	
1YKV	25	25	0	66	0	0.7113475203514099	33.875	True	SUCCESS	foldbench_full		False	
1YLG	25	25	0	42	0	0.1217406317591667	5.405	True	SUCCESS	foldbench_full		False	
1YLS	25	25	0	8888	0	0.8776970505714417	31.907	True	SUCCESS	foldbench_full		False	
1YMO	25	25	0	66	0	0.1460167467594146	6.375	True	SUCCESS	foldbench_full		False	
1YN1	25	25	0	42	0	0.0292827785015106	3.377	True	SUCCESS	foldbench_full		False	
1YN2	25	25	0	66	0	0.2587262392044067	4.207	True	SUCCESS	foldbench_full		False	
1YNC	25	25	0	42	0	0.1219151839613914	5.718	True	SUCCESS	foldbench_full		False	
1YNE	25	25	0	8888	0	0.1164680048823356	3.789	True	SUCCESS	foldbench_full		False	
1YNG	25	25	0	8888	0	0.1166625395417213	3.889	True	SUCCESS	foldbench_full		False	
1YRJ	25	25	0	8888	0	0.9111461639404296	1.616	True	SUCCESS	foldbench_full		False	
1YSV	25	25	0	2024	0	0.1221398636698722	1.95	True	SUCCESS	foldbench_full		False	
1YXP	25	25	0	101	0	0.54305100440979	21.796	True	SUCCESS	foldbench_full		False	
1YY0	25	25	0	8888	0	0.7260745763778687	22.023	True	SUCCESS	foldbench_full		False	
1YZD	25	25	0	42	0	0.7177103757858276	20.822	True	SUCCESS	foldbench_full		False	
1Z2J	25	25	0	8888	0	0.1240752264857292	5.497	True	SUCCESS	foldbench_full		False	
1Z30	25	25	0	42	0	0.0322228856384754	2.511	True	SUCCESS	foldbench_full		False	
1Z31	25	25	0	101	0	0.1159400269389152	2.269	True	SUCCESS	foldbench_full		False	
1Z43	25	25	0	8888	0	0.1630740016698837	1.17	True	SUCCESS	foldbench_full		False	
1Z58	25	25	0	8888	0	0.9509693384170532	4.048	True	SUCCESS	foldbench_full		False	
1Z79	25	25	0	8888	0	0.6767370104789734	11.584	True	SUCCESS	foldbench_full		False	
1Z7F	25	25	0	8888	0	0.5715678930282593	10.351	True	SUCCESS	foldbench_full		False	
1ZC5	25	25	0	2024	0	0.1237358078360557	3.196	True	SUCCESS	foldbench_full		False	
1ZCI	25	25	0	101	0	0.2778336703777313	23.023	True	SUCCESS	foldbench_full		False	
1ZEV	25	25	0	101	0	0.6711022257804871	1.702	True	SUCCESS	foldbench_full		False	
1ZFT	25	25	0	2024	0	0.9439544081687928	0.21	True	SUCCESS	foldbench_full		False	
1ZFV	25	25	0	8888	0	0.8956419229507446	0.21	True	SUCCESS	foldbench_full		False	
1ZFX	25	25	0	101	0	0.9064103364944458	0.186	True	SUCCESS	foldbench_full		False	
1ZIF	25	25	0	66	0	0.0085916025564074	1.346	True	SUCCESS	foldbench_full		False	
1ZIG	25	25	0	66	0	0.0090455412864685	0.722	True	SUCCESS	foldbench_full		False	
1ZIH	25	25	0	66	0	0.0109767485409975	1.516	True	SUCCESS	foldbench_full		False	
1ZO3	25	25	0	2024	0	0.2192884087562561	19.144	True	SUCCESS	foldbench_full		False	
1ZX7	25	25	0	66	0	0.3578237295150757	18.36	True	SUCCESS	foldbench_full		False	
1ZZ5	25	25	0	66	0	0.8509364724159241	19.209	True	SUCCESS	foldbench_full		False	
205D	25	25	0	8888	0	0.5599586367607117	0.413	True	SUCCESS	foldbench_full		False	
21CC	25	25	0	66	0	0.7672073245048523	9.788	True	SUCCESS	foldbench_full		False	
23JY	25	25	0	8888	0	0.696080207824707	2.036	True	SUCCESS	foldbench_full		False	
23JZ	25	25	0	42	0	0.844140887260437	0.738	True	SUCCESS	foldbench_full		False	
23KA	25	25	0	8888	0	0.4669150412082672	23.688	True	SUCCESS	foldbench_full		False	
255D	25	25	0	66	0	0.0099564390257	9.888	True	SUCCESS	foldbench_full		False	
259D	25	25	0	42	0	0.0383125878870487	0.589	True	SUCCESS	foldbench_full		False	
25SJ	25	25	0	2024	0	0.0307904332876205	0.953	True	SUCCESS	foldbench_full		False	
280D	25	25	0	2024	0	0.5296645760536194	12.914	True	SUCCESS	foldbench_full		False	
283D	25	25	0	66	0	0.0657864063978195	9.361	True	SUCCESS	foldbench_full		False	
28SP	25	25	0	8888	0	0.1387282311916351	1.707	True	SUCCESS	foldbench_full		False	
28SR	25	25	0	8888	0	0.1387237906455993	1.776	True	SUCCESS	foldbench_full		False	
299D	25	25	0	2024	0	0.7823224067687988	0.4	True	SUCCESS	foldbench_full		False	
2A04	25	25	0	2024	0	0.8662319779396057	18.984	True	SUCCESS	foldbench_full		False	
2A0P	25	25	0	2024	0	0.909384310245514	0.41	True	SUCCESS	foldbench_full		False	
2A2E	25	25	0	2024	0	0.4938520789146423	7.199	True	SUCCESS	foldbench_full		False	
2A43	25	25	0	66	0	0.5936120748519897	0.351	True	SUCCESS	foldbench_full		False	
2A64	25	25	0	42	0	0.1455695927143097	13.825	True	SUCCESS	foldbench_full		False	
2A9L	25	25	0	101	0	0.1054503470659256	12.097	True	SUCCESS	foldbench_full		False	
2ADT	25	25	0	101	0	0.7944263815879822	3.103	True	SUCCESS	foldbench_full		False	
2AGN	25	0	25	42	0	0.4657778739929199		False	missing_output	unavailable	GDT_TOO_FEW_MAPPED_POSITIONS	True	NO_CANDIDATE_HAS_VALID_RMSD
2AHT	25	25	0	101	0	0.1178170442581176	3.204	True	SUCCESS	foldbench_full		False	
2AO5	25	25	0	42	0	0.5743694305419922	13.53	True	SUCCESS	foldbench_full		False	
2AP0	25	25	0	8888	0	0.1737240403890609	2.501	True	SUCCESS	foldbench_full		False	
2AP5	25	25	0	8888	0	0.1736007928848266	2.241	True	SUCCESS	foldbench_full		False	
2AU4	25	25	0	101	0	0.7351148128509521	7.73	True	SUCCESS	foldbench_full		False	
2AWE	25	25	0	8888	0	0.8311157822608948	1.12	True	SUCCESS	foldbench_full		False	
2AWQ	25	25	0	8888	0	0.1684598922729492	2.536	True	SUCCESS	foldbench_full		False	
2B57	25	25	0	66	0	0.8540245890617371	0.293	True	SUCCESS	foldbench_full		False	
2B7G	25	25	0	2024	0	0.0297610312700271	1.006	True	SUCCESS	foldbench_full		False	
2B8R	25	25	0	66	0	0.492029994726181	21.315	True	SUCCESS	foldbench_full		False	
2B8S	25	25	0	101	0	0.4907483756542206	0.618	True	SUCCESS	foldbench_full		False	
2BCY	25	25	0	8888	0	0.9229967594146729	0.175	True	SUCCESS	foldbench_full		False	
2BCZ	25	25	0	2024	0	0.9280191659927368	0.275	True	SUCCESS	foldbench_full		False	
2BE0	25	25	0	8888	0	0.9315109252929688	0.474	True	SUCCESS	foldbench_full		False	
2BEE	25	25	0	8888	0	0.9313925504684448	0.377	True	SUCCESS	foldbench_full		False	
2BJ2	25	25	0	66	0	0.7812628149986267	5.129	True	SUCCESS	foldbench_full		False	
2CD1	25	25	0	8888	0	0.1253900080919265	2.423	True	SUCCESS	foldbench_full		False	
2CD3	25	25	0	101	0	0.1277556866407394	2.267	True	SUCCESS	foldbench_full		False	
2CD5	25	25	0	66	0	0.5852577090263367	2.223	True	SUCCESS	foldbench_full		False	
2CD6	25	25	0	101	0	0.6171801090240479	2.141	True	SUCCESS	foldbench_full		False	
2CKY	25	25	0	42	0	0.5251373648643494	29.4	True	SUCCESS	foldbench_full		False	
2D17	25	25	0	66	0	0.6361308097839355	2.232	True	SUCCESS	foldbench_full		False	
2D18	25	25	0	2024	0	0.5059217810630798	3.28	True	SUCCESS	foldbench_full		False	
2D19	25	25	0	2024	0	0.5059805512428284	16.022	True	SUCCESS	foldbench_full		False	
2D1A	25	25	0	66	0	0.4357832968235016	37.297	True	SUCCESS	foldbench_full		False	
2D1B	25	25	0	66	0	0.4348748326301574	2.829	True	SUCCESS	foldbench_full		False	
2D2K	25	25	0	2024	0	0.9320008754730223	0.237	True	SUCCESS	foldbench_full		False	
2D2L	25	25	0	8888	0	0.9395049810409546	0.235	True	SUCCESS	foldbench_full		False	
2DD1	25	25	0	2024	0	0.8364616632461548	1.652	True	SUCCESS	foldbench_full		False	
2DD2	25	25	0	2024	0	0.8161392211914062	2.694	True	SUCCESS	foldbench_full		False	
2DD3	25	25	0	42	0	0.8153545260429382	2.963	True	SUCCESS	foldbench_full		False	
2EES	25	25	0	8888	0	0.8390647172927856	0.489	True	SUCCESS	foldbench_full		False	
2EET	25	25	0	42	0	0.8355708718299866	0.375	True	SUCCESS	foldbench_full		False	
2EEU	25	25	0	8888	0	0.8378961086273193	0.332	True	SUCCESS	foldbench_full		False	
2EEV	25	25	0	42	0	0.8383340239524841	0.438	True	SUCCESS	foldbench_full		False	
2EEW	25	25	0	42	0	0.8515127897262573	0.406	True	SUCCESS	foldbench_full		False	
2ES5	25	25	0	101	0	0.1008106470108032	1.714	True	SUCCESS	foldbench_full		False	
2ESI	25	25	0	8888	0	0.9005122184753418	1.426	True	SUCCESS	foldbench_full		False	
2ESJ	25	25	0	8888	0	0.9345314502716064	0.722	True	SUCCESS	foldbench_full		False	
2ET3	25	25	0	42	0	0.9122231006622314	0.857	True	SUCCESS	foldbench_full		False	
2ET4	25	25	0	8888	0	0.9294285774230956	0.815	True	SUCCESS	foldbench_full		False	
2ET5	25	25	0	42	0	0.9166178703308104	0.602	True	SUCCESS	foldbench_full		False	
2ET8	25	25	0	42	0	0.8820077776908875	0.891	True	SUCCESS	foldbench_full		False	
2EUY	25	25	0	8888	0	0.1332565546035766	8.085	True	SUCCESS	foldbench_full		False	
2EVY	25	25	0	66	0	0.0066903987899422	3.146	True	SUCCESS	foldbench_full		False	
2F4S	25	25	0	2024	0	0.8846649527549744	0.325	True	SUCCESS	foldbench_full		False	
2F4T	25	25	0	42	0	0.8994241952896118	0.373	True	SUCCESS	foldbench_full		False	
2F4U	25	25	0	42	0	0.9018844366073608	0.296	True	SUCCESS	foldbench_full		False	
2F4X	25	25	0	101	0	0.5217565298080444	23.611	True	SUCCESS	foldbench_full		False	
2F87	25	25	0	66	0	0.0072792442515492	1.308	True	SUCCESS	foldbench_full		False	
2F88	25	25	0	101	0	0.1148267164826393	3.256	True	SUCCESS	foldbench_full		False	
2FCX	25	25	0	66	0	0.7324360013008118	0.749	True	SUCCESS	foldbench_full		False	
2FCY	25	25	0	66	0	0.7833934426307678	0.921	True	SUCCESS	foldbench_full		False	
2FCZ	25	25	0	66	0	0.4782657325267792	14.993	True	SUCCESS	foldbench_full		False	
2FD0	25	25	0	66	0	0.8195275664329529	0.867	True	SUCCESS	foldbench_full		False	
2FDT	25	25	0	8888	0	0.1296342462301254	2.003	True	SUCCESS	foldbench_full		False	
2FEY	25	25	0	101	0	0.1235807761549949	8.392	True	SUCCESS	foldbench_full		False	
2FGP	25	25	0	2024	0	0.9246731996536256	0.254	True	SUCCESS	foldbench_full		False	
2FQN	25	25	0	8888	0	0.7825413346290588	1.085	True	SUCCESS	foldbench_full		False	
2G1G	25	25	0	2024	0	0.1768643856048584	3.507	True	SUCCESS	foldbench_full		False	
2G1W	25	25	0	66	0	0.0916997119784355	4.6	True	SUCCESS	foldbench_full		False	
2G32	25	25	0	42	0	0.5943915247917175	7.659	True	SUCCESS	foldbench_full		False	
2G3S	25	25	0	66	0	0.3127675950527191	23.409	True	SUCCESS	foldbench_full		False	
2G5K	25	25	0	8888	0	0.9055802822113036	0.849	True	SUCCESS	foldbench_full		False	
2G91	25	25	0	66	0	0.8927705883979797	0.449	True	SUCCESS	foldbench_full		False	
2G92	25	25	0	66	0	0.9101485013961792	0.482	True	SUCCESS	foldbench_full		False	
2G9C	25	25	0	2024	0	0.8387458324432373	0.457	True	SUCCESS	foldbench_full		False	
2GBH	25	25	0	101	0	0.1645174622535705	2.715	True	SUCCESS	foldbench_full		False	
2GCS	25	25	0	66	0	0.8410989046096802	0.516	True	SUCCESS	foldbench_full		False	
2GCV	25	25	0	2024	0	0.8148369193077087	0.657	True	SUCCESS	foldbench_full		False	
2GDI	25	25	0	8888	0	0.5882034301757812	28.147	True	SUCCESS	foldbench_full		False	
2GIO	25	25	0	101	0	0.1161685138940811	2.069	True	SUCCESS	foldbench_full		False	
2GIP	25	25	0	8888	0	0.1321523487567901	1.625	True	SUCCESS	foldbench_full		False	
2GIS	25	25	0	66	0	0.8501531481742859	0.303	True	SUCCESS	foldbench_full		False	
2GM0	25	25	0	42	0	0.4779303669929504	6.096	True	SUCCESS	foldbench_full		False	
2GPM	25	25	0	42	0	0.5943915247917175	8.682	True	SUCCESS	foldbench_full		False	
2GQ4	25	25	0	42	0	0.5943915247917175	7.694	True	SUCCESS	foldbench_full		False	
2GQ5	25	25	0	42	0	0.5943915247917175	7.664	True	SUCCESS	foldbench_full		False	
2GQ6	25	25	0	42	0	0.5943915247917175	7.662	True	SUCCESS	foldbench_full		False	
2GQ7	25	25	0	42	0	0.5943915247917175	7.682	True	SUCCESS	foldbench_full		False	
2GRB	25	25	0	66	0	0.935838520526886	3.104	True	SUCCESS	foldbench_full		False	
2GRW	25	25	0	42	0	0.0963223204016685	4.603	True	SUCCESS	foldbench_full		False	
2GV3	25	25	0	8888	0	0.0947447791695594	4.098	True	SUCCESS	foldbench_full		False	
2GV4	25	25	0	2024	0	0.0993617922067642	1.91	True	SUCCESS	foldbench_full		False	
2GVO	25	25	0	42	0	0.0257864948362112	4.475	True	SUCCESS	foldbench_full		False	
2H0W	25	25	0	2024	0	0.8146106004714966	0.609	True	SUCCESS	foldbench_full		False	
2H0X	25	25	0	66	0	0.8408490419387817	0.57	True	SUCCESS	foldbench_full		False	
2H1M	25	25	0	42	0	0.9023571610450744	0.265	True	SUCCESS	foldbench_full		False	
2H49	25	25	0	8888	0	0.1756410747766494	2.67	True	SUCCESS	foldbench_full		False	
2HEM	25	25	0	101	0	0.1107055693864822	3.988	True	SUCCESS	foldbench_full		False	
2HNS	25	25	0	8888	0	0.0912611410021781	2.07	True	SUCCESS	foldbench_full		False	
2HO6	25	25	0	66	0	0.8250705599784851	0.616	True	SUCCESS	foldbench_full		False	
2HO7	25	25	0	8888	0	0.8709644675254822	0.588	True	SUCCESS	foldbench_full		False	
2HOJ	25	25	0	8888	0	0.8477832078933716	2.196	True	SUCCESS	foldbench_full		False	
2HOK	25	25	0	66	0	0.8636045455932617	2.427	True	SUCCESS	foldbench_full		False	
2HOL	25	25	0	101	0	0.839361310005188	2.418	True	SUCCESS	foldbench_full		False	
2HOM	25	25	0	66	0	0.8737990856170654	2.286	True	SUCCESS	foldbench_full		False	
2HOO	25	25	0	66	0	0.872447669506073	2.143	True	SUCCESS	foldbench_full		False	
2HOP	25	25	0	8888	0	0.891105055809021	2.346	True	SUCCESS	foldbench_full		False	
2HUA	25	25	0	66	0	0.1213162541389465	6.801	True	SUCCESS	foldbench_full		False	
2I7E	25	25	0	2024	0	0.8017920851707458	3.251	True	SUCCESS	foldbench_full		False	
2I7Z	25	25	0	2024	0	0.7625468373298645	4.771	True	SUCCESS	foldbench_full		False	
2IL9	25	25	0	42	0	0.4962127208709717	27.569	True	SUCCESS	foldbench_full		False	
2IRN	25	25	0	8888	0	0.1607935726642608	1.207	True	SUCCESS	foldbench_full		False	
2IRO	25	25	0	42	0	0.1533164978027343	0.841	True	SUCCESS	foldbench_full		False	
2IXY	25	25	0	42	0	0.1096572652459144	2.037	True	SUCCESS	foldbench_full		False	
2IXZ	25	25	0	101	0	0.0130053553730249	5.356	True	SUCCESS	foldbench_full		False	
2JJA	25	0	25	101	0	0.7092069387435913		False	missing_output	unavailable	GDT_TOO_FEW_MAPPED_POSITIONS	True	NO_CANDIDATE_HAS_VALID_RMSD
2JLT	25	25	0	101	0	0.8817771077156067	0.273	True	SUCCESS	foldbench_full		False	
2JR4	25	25	0	2024	0	0.0331730954349041	2.491	True	SUCCESS	foldbench_full		False	
2JRG	25	25	0	2024	0	0.1755246073007583	2.874	True	SUCCESS	foldbench_full		False	
2JRQ	25	25	0	2024	0	0.1598852276802063	2.573	True	SUCCESS	foldbench_full		False	
2JSE	25	25	0	42	0	0.086772508919239	2.404	True	SUCCESS	foldbench_full		False	
2JSG	25	25	0	101	0	0.1716980040073394	3.395	True	SUCCESS	foldbench_full		False	
2JTP	25	25	0	42	0	0.1393196880817413	3.324	True	SUCCESS	foldbench_full		False	
2JUK	25	25	0	42	0	0.7574697732925415	1.318	True	SUCCESS	foldbench_full		False	
2JWV	25	25	0	2024	0	0.1163180619478225	3.16	True	SUCCESS	foldbench_full		False	
2JXQ	25	25	0	42	0	0.3659973442554474	0.409	True	SUCCESS	foldbench_full		False	
2JXS	25	2	23	66	0	0.4518782794475555		False	missing_output	unavailable	GDT_TOO_FEW_MAPPED_POSITIONS	True	STRICT_RANK1_RMSD_FAILED_BUT_LOWER_CANDIDATE_AVAILABLE
2JXV	25	25	0	66	0	0.1247955560684204	3.711	True	SUCCESS	foldbench_full		False	
2JYF	25	25	0	101	0	0.7942888736724854	9.211	True	SUCCESS	foldbench_full		False	
2JYH	25	25	0	101	0	0.7946450710296631	6.919	True	SUCCESS	foldbench_full		False	
2JYJ	25	25	0	101	0	0.7946982383728027	8.03	True	SUCCESS	foldbench_full		False	
2JYM	25	25	0	8888	0	0.0918682441115379	2.701	True	SUCCESS	foldbench_full		False	
2K3Z	25	25	0	42	0	0.1615085154771804	2.08	True	SUCCESS	foldbench_full		False	
2K41	25	25	0	2024	0	0.1579378992319107	2.227	True	SUCCESS	foldbench_full		False	
2K4C	25	25	0	101	0	0.1547401249408722	2.666	True	SUCCESS	foldbench_full		False	
2K5Z	25	25	0	8888	0	0.1116672679781913	6.509	True	SUCCESS	foldbench_full		False	
2K65	25	25	0	2024	0	0.033823899924755	1.362	True	SUCCESS	foldbench_full		False	
2K66	25	25	0	8888	0	0.1064194068312645	1.832	True	SUCCESS	foldbench_full		False	
2K7E	25	0	25	2024	0	0.8853009939193726		False	missing_output	unavailable	GDT_TOO_FEW_MAPPED_POSITIONS	True	NO_CANDIDATE_HAS_VALID_RMSD
2K95	25	25	0	42	0	0.1477621346712112	3.642	True	SUCCESS	foldbench_full		False	
2K96	25	25	0	42	0	0.145952045917511	3.597	True	SUCCESS	foldbench_full		False	
2KBP	25	25	0	101	0	0.465176910161972	2.638	True	SUCCESS	foldbench_full		False	
2KD4	25	25	0	101	0	0.7449979186058044	4.029	True	SUCCESS	rigid_only_rescue		False	
2KD8	25	25	0	2024	0	0.0939109176397323	2.013	True	SUCCESS	foldbench_full		False	
2KE6	25	25	0	101	0	0.1294142007827758	5.21	True	SUCCESS	foldbench_full		False	
2KEZ	25	25	0	101	0	0.1065971180796623	2.191	True	SUCCESS	foldbench_full		False	
2KF0	25	25	0	8888	0	0.1065270453691482	1.913	True	SUCCESS	foldbench_full		False	
2KGP	25	25	0	2024	0	0.8268527388572693	5.568	True	SUCCESS	foldbench_full		False	
2KHY	25	25	0	8888	0	0.1293665021657943	5.62	True	SUCCESS	foldbench_full		False	
2KOC	25	25	0	2024	0	0.0089087560772895	1.491	True	SUCCESS	foldbench_full		False	
2KP3	25	25	0	66	0	0.9608534574508668	3.007	True	SUCCESS	foldbench_full		False	
2KPC	25	25	0	8888	0	0.0274298880249261	2.213	True	SUCCESS	foldbench_full		False	
2KPD	25	25	0	101	0	0.0227228254079818	2.738	True	SUCCESS	foldbench_full		False	
2KPV	25	25	0	66	0	0.1347299963235855	2.529	True	SUCCESS	foldbench_full		False	
2KRL	25	25	0	101	0	0.1013544797897338	21.324	True	SUCCESS	foldbench_full		False	
2KRP	25	25	0	66	0	0.0314362868666648	2.167	True	SUCCESS	foldbench_full		False	
2KRQ	25	25	0	101	0	0.144836351275444	1.855	True	SUCCESS	foldbench_full		False	
2KRV	25	25	0	42	0	0.1723345965147018	3.723	True	SUCCESS	foldbench_full		False	
2KRW	25	25	0	2024	0	0.1657681167125702	1.367	True	SUCCESS	foldbench_full		False	
2KRY	25	25	0	8888	0	0.1618200540542602	3.017	True	SUCCESS	foldbench_full		False	
2KRZ	25	25	0	8888	0	0.1650652140378952	2.372	True	SUCCESS	foldbench_full		False	
2KTZ	25	25	0	8888	0	0.8908352255821228	5.287	True	SUCCESS	foldbench_full		False	
2KU0	25	25	0	8888	0	0.8909893035888672	5.034	True	SUCCESS	foldbench_full		False	
2KUR	25	25	0	101	0	0.1323942393064499	5.686	True	SUCCESS	foldbench_full		False	
2KUU	25	25	0	42	0	0.1310299038887024	4.875	True	SUCCESS	foldbench_full		False	
2KUV	25	25	0	42	0	0.1291102468967437	5.834	True	SUCCESS	foldbench_full		False	
2KUW	25	25	0	66	0	0.1299324780702591	4.902	True	SUCCESS	foldbench_full		False	
2KVN	25	25	0	66	0	0.0334148854017257	1.804	True	SUCCESS	foldbench_full		False	
2KWG	25	25	0	101	0	0.9019783735275269	4.114	True	SUCCESS	foldbench_full		False	
2KX8	25	25	0	2024	0	0.5743963718414307	2.972	True	SUCCESS	foldbench_full		False	
2KXM	25	25	0	2024	0	0.8459904193878174	2.456	True	SUCCESS	foldbench_full		False	
2KXZ	25	25	0	2024	0	0.4662306308746338	1.577	True	SUCCESS	foldbench_full		False	
2KY0	25	25	0	2024	0	0.4679697155952453	1.794	True	SUCCESS	foldbench_full		False	
2KY1	25	25	0	8888	0	0.4345694780349731	1.588	True	SUCCESS	foldbench_full		False	
2KY2	25	25	0	101	0	0.1228423789143562	3.272	True	SUCCESS	foldbench_full		False	
2KYD	25	25	0	42	0	0.7039398550987244	0.858	True	SUCCESS	foldbench_full		False	
2KYE	25	25	0	42	0	0.1807815879583358	1.719	True	SUCCESS	foldbench_full		False	
2KZL	25	25	0	2024	0	0.1267391592264175	13.891	True	SUCCESS	foldbench_full		False	
2L1F	25	25	0	42	0	0.3241975903511047	11.421	True	SUCCESS	foldbench_full		False	
2L1V	25	25	0	66	0	0.9081563353538512	3.411	True	SUCCESS	foldbench_full		False	
2L2J	25	25	0	101	0	0.1378742158412933	3.513	True	SUCCESS	foldbench_full		False	
