pdb_id	seed	sample	ranking_score	prediction_path	reference_path	confidence_path	discovery_issue	evaluation_protocol	evaluation_json	standard_evaluation_json	rigid_rescue_json	standard_eval_status	standard_eval_issue	eval_status	ost_status	eval_issue	rmsd	lddt	tm_score	oligo_gdtts	oligo_gdtha
2JJA	2024	2	0.6484308838844299	/storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_2jja_seed_2024/2jja/seed_2024/predictions/2jja_sample_2.cif	/storage9920/home/tinghao.xia/pdb_data/2jja.cif	/storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_2jja_seed_2024/2jja/seed_2024/predictions/2jja_summary_confidence_sample_2.json		unavailable	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/2JJA/seed_2024/sample_2.json	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/2JJA/seed_2024/sample_2.json	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/rigid_only_rescue/details/2JJA/seed_2024/sample_2.json	missing_output	output JSON does not exist	missing_output		output JSON does not exist					
2JJA	2024	3	0.6481313705444336	/storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_2jja_seed_2024/2jja/seed_2024/predictions/2jja_sample_3.cif	/storage9920/home/tinghao.xia/pdb_data/2jja.cif	/storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_2jja_seed_2024/2jja/seed_2024/predictions/2jja_summary_confidence_sample_3.json		unavailable	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/2JJA/seed_2024/sample_3.json	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/2JJA/seed_2024/sample_3.json	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/rigid_only_rescue/details/2JJA/seed_2024/sample_3.json	missing_output	output JSON does not exist	missing_output		output JSON does not exist					
2JJA	2024	4	0.6466802358627319	/storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_2jja_seed_2024/2jja/seed_2024/predictions/2jja_sample_4.cif	/storage9920/home/tinghao.xia/pdb_data/2jja.cif	/storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_2jja_seed_2024/2jja/seed_2024/predictions/2jja_summary_confidence_sample_4.json		unavailable	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/2JJA/seed_2024/sample_4.json	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/2JJA/seed_2024/sample_4.json	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/rigid_only_rescue/details/2JJA/seed_2024/sample_4.json	missing_output	output JSON does not exist	missing_output		output JSON does not exist					
2JJA	8888	0	0.6950675249099731	/storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_2jja_seed_8888/2jja/seed_8888/predictions/2jja_sample_0.cif	/storage9920/home/tinghao.xia/pdb_data/2jja.cif	/storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_2jja_seed_8888/2jja/seed_8888/predictions/2jja_summary_confidence_sample_0.json		unavailable	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/2JJA/seed_8888/sample_0.json	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/2JJA/seed_8888/sample_0.json	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/rigid_only_rescue/details/2JJA/seed_8888/sample_0.json	missing_output	output JSON does not exist	missing_output		output JSON does not exist					
2JJA	8888	1	0.6906387805938721	/storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_2jja_seed_8888/2jja/seed_8888/predictions/2jja_sample_1.cif	/storage9920/home/tinghao.xia/pdb_data/2jja.cif	/storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_2jja_seed_8888/2jja/seed_8888/predictions/2jja_summary_confidence_sample_1.json		unavailable	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/2JJA/seed_8888/sample_1.json	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/2JJA/seed_8888/sample_1.json	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/rigid_only_rescue/details/2JJA/seed_8888/sample_1.json	missing_output	output JSON does not exist	missing_output		output JSON does not exist					
2JJA	8888	2	0.6904707551002502	/storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_2jja_seed_8888/2jja/seed_8888/predictions/2jja_sample_2.cif	/storage9920/home/tinghao.xia/pdb_data/2jja.cif	/storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_2jja_seed_8888/2jja/seed_8888/predictions/2jja_summary_confidence_sample_2.json		unavailable	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/2JJA/seed_8888/sample_2.json	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/2JJA/seed_8888/sample_2.json	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/rigid_only_rescue/details/2JJA/seed_8888/sample_2.json	missing_output	output JSON does not exist	missing_output		output JSON does not exist					
2JJA	8888	3	0.6883034706115723	/storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_2jja_seed_8888/2jja/seed_8888/predictions/2jja_sample_3.cif	/storage9920/home/tinghao.xia/pdb_data/2jja.cif	/storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_2jja_seed_8888/2jja/seed_8888/predictions/2jja_summary_confidence_sample_3.json		unavailable	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/2JJA/seed_8888/sample_3.json	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/2JJA/seed_8888/sample_3.json	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/rigid_only_rescue/details/2JJA/seed_8888/sample_3.json	missing_output	output JSON does not exist	missing_output		output JSON does not exist					
2JJA	8888	4	0.688157320022583	/storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_2jja_seed_8888/2jja/seed_8888/predictions/2jja_sample_4.cif	/storage9920/home/tinghao.xia/pdb_data/2jja.cif	/storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_2jja_seed_8888/2jja/seed_8888/predictions/2jja_summary_confidence_sample_4.json		unavailable	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/2JJA/seed_8888/sample_4.json	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/2JJA/seed_8888/sample_4.json	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/rigid_only_rescue/details/2JJA/seed_8888/sample_4.json	missing_output	output JSON does not exist	missing_output		output JSON does not exist					
2JXS	42	0	0.4515958130359649	/storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_2jxs_seed_42/2jxs/seed_42/predictions/2jxs_sample_0.cif	/storage9920/home/tinghao.xia/pdb_data/2jxs.cif	/storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_2jxs_seed_42/2jxs/seed_42/predictions/2jxs_summary_confidence_sample_0.json		unavailable	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/2JXS/seed_42/sample_0.json	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/2JXS/seed_42/sample_0.json	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/rigid_only_rescue/details/2JXS/seed_42/sample_0.json	missing_output	output JSON does not exist	missing_output		output JSON does not exist					
2JXS	42	1	0.4515533745288849	/storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_2jxs_seed_42/2jxs/seed_42/predictions/2jxs_sample_1.cif	/storage9920/home/tinghao.xia/pdb_data/2jxs.cif	/storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_2jxs_seed_42/2jxs/seed_42/predictions/2jxs_summary_confidence_sample_1.json		unavailable	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/2JXS/seed_42/sample_1.json	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/2JXS/seed_42/sample_1.json	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/rigid_only_rescue/details/2JXS/seed_42/sample_1.json	missing_output	output JSON does not exist	missing_output		output JSON does not exist					
2JXS	42	2	0.4513728022575378	/storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_2jxs_seed_42/2jxs/seed_42/predictions/2jxs_sample_2.cif	/storage9920/home/tinghao.xia/pdb_data/2jxs.cif	/storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_2jxs_seed_42/2jxs/seed_42/predictions/2jxs_summary_confidence_sample_2.json		unavailable	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/2JXS/seed_42/sample_2.json	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/2JXS/seed_42/sample_2.json	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/rigid_only_rescue/details/2JXS/seed_42/sample_2.json	missing_output	output JSON does not exist	missing_output		output JSON does not exist					
2JXS	42	3	0.4513372182846069	/storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_2jxs_seed_42/2jxs/seed_42/predictions/2jxs_sample_3.cif	/storage9920/home/tinghao.xia/pdb_data/2jxs.cif	/storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_2jxs_seed_42/2jxs/seed_42/predictions/2jxs_summary_confidence_sample_3.json		unavailable	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/2JXS/seed_42/sample_3.json	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/2JXS/seed_42/sample_3.json	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/rigid_only_rescue/details/2JXS/seed_42/sample_3.json	missing_output	output JSON does not exist	missing_output		output JSON does not exist					
2JXS	42	4	0.4510963261127472	/storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_2jxs_seed_42/2jxs/seed_42/predictions/2jxs_sample_4.cif	/storage9920/home/tinghao.xia/pdb_data/2jxs.cif	/storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_2jxs_seed_42/2jxs/seed_42/predictions/2jxs_summary_confidence_sample_4.json		unavailable	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/2JXS/seed_42/sample_4.json	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/2JXS/seed_42/sample_4.json	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/rigid_only_rescue/details/2JXS/seed_42/sample_4.json	missing_output	output JSON does not exist	missing_output		output JSON does not exist					
2JXS	66	0	0.4518782794475555	/storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_2jxs_seed_66/2jxs/seed_66/predictions/2jxs_sample_0.cif	/storage9920/home/tinghao.xia/pdb_data/2jxs.cif	/storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_2jxs_seed_66/2jxs/seed_66/predictions/2jxs_summary_confidence_sample_0.json		unavailable	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/2JXS/seed_66/sample_0.json	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/2JXS/seed_66/sample_0.json	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/rigid_only_rescue/details/2JXS/seed_66/sample_0.json	missing_output	output JSON does not exist	missing_output		output JSON does not exist					
2JXS	66	1	0.4515435695648193	/storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_2jxs_seed_66/2jxs/seed_66/predictions/2jxs_sample_1.cif	/storage9920/home/tinghao.xia/pdb_data/2jxs.cif	/storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_2jxs_seed_66/2jxs/seed_66/predictions/2jxs_summary_confidence_sample_1.json		unavailable	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/2JXS/seed_66/sample_1.json	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/2JXS/seed_66/sample_1.json	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/rigid_only_rescue/details/2JXS/seed_66/sample_1.json	missing_output	output JSON does not exist	missing_output		output JSON does not exist					
2JXS	66	3	0.4513311088085174	/storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_2jxs_seed_66/2jxs/seed_66/predictions/2jxs_sample_3.cif	/storage9920/home/tinghao.xia/pdb_data/2jxs.cif	/storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_2jxs_seed_66/2jxs/seed_66/predictions/2jxs_summary_confidence_sample_3.json		unavailable	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/2JXS/seed_66/sample_3.json	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/2JXS/seed_66/sample_3.json	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/rigid_only_rescue/details/2JXS/seed_66/sample_3.json	missing_output	output JSON does not exist	missing_output		output JSON does not exist					
2JXS	66	4	0.4510837197303772	/storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_2jxs_seed_66/2jxs/seed_66/predictions/2jxs_sample_4.cif	/storage9920/home/tinghao.xia/pdb_data/2jxs.cif	/storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_2jxs_seed_66/2jxs/seed_66/predictions/2jxs_summary_confidence_sample_4.json		unavailable	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/2JXS/seed_66/sample_4.json	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/2JXS/seed_66/sample_4.json	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/rigid_only_rescue/details/2JXS/seed_66/sample_4.json	missing_output	output JSON does not exist	missing_output		output JSON does not exist					
2JXS	101	0	0.4515980184078216	/storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_2jxs_seed_101/2jxs/seed_101/predictions/2jxs_sample_0.cif	/storage9920/home/tinghao.xia/pdb_data/2jxs.cif	/storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_2jxs_seed_101/2jxs/seed_101/predictions/2jxs_summary_confidence_sample_0.json		unavailable	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/2JXS/seed_101/sample_0.json	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/2JXS/seed_101/sample_0.json	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/rigid_only_rescue/details/2JXS/seed_101/sample_0.json	missing_output	output JSON does not exist	missing_output		output JSON does not exist					
2JXS	101	1	0.4514251947402954	/storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_2jxs_seed_101/2jxs/seed_101/predictions/2jxs_sample_1.cif	/storage9920/home/tinghao.xia/pdb_data/2jxs.cif	/storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_2jxs_seed_101/2jxs/seed_101/predictions/2jxs_summary_confidence_sample_1.json		unavailable	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/2JXS/seed_101/sample_1.json	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/2JXS/seed_101/sample_1.json	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/rigid_only_rescue/details/2JXS/seed_101/sample_1.json	missing_output	output JSON does not exist	missing_output		output JSON does not exist					
2JXS	101	2	0.4512747526168823	/storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_2jxs_seed_101/2jxs/seed_101/predictions/2jxs_sample_2.cif	/storage9920/home/tinghao.xia/pdb_data/2jxs.cif	/storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_2jxs_seed_101/2jxs/seed_101/predictions/2jxs_summary_confidence_sample_2.json		unavailable	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/2JXS/seed_101/sample_2.json	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/2JXS/seed_101/sample_2.json	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/rigid_only_rescue/details/2JXS/seed_101/sample_2.json	missing_output	output JSON does not exist	missing_output		output JSON does not exist					
2JXS	101	3	0.4509857296943664	/storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_2jxs_seed_101/2jxs/seed_101/predictions/2jxs_sample_3.cif	/storage9920/home/tinghao.xia/pdb_data/2jxs.cif	/storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_2jxs_seed_101/2jxs/seed_101/predictions/2jxs_summary_confidence_sample_3.json		unavailable	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/2JXS/seed_101/sample_3.json	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/2JXS/seed_101/sample_3.json	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/rigid_only_rescue/details/2JXS/seed_101/sample_3.json	missing_output	output JSON does not exist	missing_output		output JSON does not exist					
2JXS	101	4	0.450299859046936	/storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_2jxs_seed_101/2jxs/seed_101/predictions/2jxs_sample_4.cif	/storage9920/home/tinghao.xia/pdb_data/2jxs.cif	/storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_2jxs_seed_101/2jxs/seed_101/predictions/2jxs_summary_confidence_sample_4.json		unavailable	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/2JXS/seed_101/sample_4.json	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/2JXS/seed_101/sample_4.json	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/rigid_only_rescue/details/2JXS/seed_101/sample_4.json	missing_output	output JSON does not exist	missing_output		output JSON does not exist					
2JXS	2024	0	0.4511721134185791	/storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_2jxs_seed_2024/2jxs/seed_2024/predictions/2jxs_sample_0.cif	/storage9920/home/tinghao.xia/pdb_data/2jxs.cif	/storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_2jxs_seed_2024/2jxs/seed_2024/predictions/2jxs_summary_confidence_sample_0.json		unavailable	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/2JXS/seed_2024/sample_0.json	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/2JXS/seed_2024/sample_0.json	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/rigid_only_rescue/details/2JXS/seed_2024/sample_0.json	missing_output	output JSON does not exist	missing_output		output JSON does not exist					
2JXS	2024	2	0.451046347618103	/storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_2jxs_seed_2024/2jxs/seed_2024/predictions/2jxs_sample_2.cif	/storage9920/home/tinghao.xia/pdb_data/2jxs.cif	/storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_2jxs_seed_2024/2jxs/seed_2024/predictions/2jxs_summary_confidence_sample_2.json		unavailable	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/2JXS/seed_2024/sample_2.json	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/2JXS/seed_2024/sample_2.json	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/rigid_only_rescue/details/2JXS/seed_2024/sample_2.json	missing_output	output JSON does not exist	missing_output		output JSON does not exist					
2JXS	2024	3	0.4507228136062622	/storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_2jxs_seed_2024/2jxs/seed_2024/predictions/2jxs_sample_3.cif	/storage9920/home/tinghao.xia/pdb_data/2jxs.cif	/storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_2jxs_seed_2024/2jxs/seed_2024/predictions/2jxs_summary_confidence_sample_3.json		unavailable	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/2JXS/seed_2024/sample_3.json	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/2JXS/seed_2024/sample_3.json	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/rigid_only_rescue/details/2JXS/seed_2024/sample_3.json	missing_output	output JSON does not exist	missing_output		output JSON does not exist					
2JXS	2024	4	0.450579971075058	/storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_2jxs_seed_2024/2jxs/seed_2024/predictions/2jxs_sample_4.cif	/storage9920/home/tinghao.xia/pdb_data/2jxs.cif	/storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_2jxs_seed_2024/2jxs/seed_2024/predictions/2jxs_summary_confidence_sample_4.json		unavailable	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/2JXS/seed_2024/sample_4.json	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/2JXS/seed_2024/sample_4.json	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/rigid_only_rescue/details/2JXS/seed_2024/sample_4.json	missing_output	output JSON does not exist	missing_output		output JSON does not exist					
2JXS	8888	0	0.4506410956382751	/storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_2jxs_seed_8888/2jxs/seed_8888/predictions/2jxs_sample_0.cif	/storage9920/home/tinghao.xia/pdb_data/2jxs.cif	/storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_2jxs_seed_8888/2jxs/seed_8888/predictions/2jxs_summary_confidence_sample_0.json		unavailable	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/2JXS/seed_8888/sample_0.json	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/2JXS/seed_8888/sample_0.json	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/rigid_only_rescue/details/2JXS/seed_8888/sample_0.json	missing_output	output JSON does not exist	missing_output		output JSON does not exist					
2JXS	8888	1	0.4504866600036621	/storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_2jxs_seed_8888/2jxs/seed_8888/predictions/2jxs_sample_1.cif	/storage9920/home/tinghao.xia/pdb_data/2jxs.cif	/storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_2jxs_seed_8888/2jxs/seed_8888/predictions/2jxs_summary_confidence_sample_1.json		unavailable	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/2JXS/seed_8888/sample_1.json	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/2JXS/seed_8888/sample_1.json	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/rigid_only_rescue/details/2JXS/seed_8888/sample_1.json	missing_output	output JSON does not exist	missing_output		output JSON does not exist					
2JXS	8888	2	0.4504432082176208	/storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_2jxs_seed_8888/2jxs/seed_8888/predictions/2jxs_sample_2.cif	/storage9920/home/tinghao.xia/pdb_data/2jxs.cif	/storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_2jxs_seed_8888/2jxs/seed_8888/predictions/2jxs_summary_confidence_sample_2.json		unavailable	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/2JXS/seed_8888/sample_2.json	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/2JXS/seed_8888/sample_2.json	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/rigid_only_rescue/details/2JXS/seed_8888/sample_2.json	missing_output	output JSON does not exist	missing_output		output JSON does not exist					
2JXS	8888	3	0.4504369497299194	/storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_2jxs_seed_8888/2jxs/seed_8888/predictions/2jxs_sample_3.cif	/storage9920/home/tinghao.xia/pdb_data/2jxs.cif	/storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_2jxs_seed_8888/2jxs/seed_8888/predictions/2jxs_summary_confidence_sample_3.json		unavailable	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/2JXS/seed_8888/sample_3.json	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/2JXS/seed_8888/sample_3.json	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/rigid_only_rescue/details/2JXS/seed_8888/sample_3.json	missing_output	output JSON does not exist	missing_output		output JSON does not exist					
2JXS	8888	4	0.450344443321228	/storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_2jxs_seed_8888/2jxs/seed_8888/predictions/2jxs_sample_4.cif	/storage9920/home/tinghao.xia/pdb_data/2jxs.cif	/storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_2jxs_seed_8888/2jxs/seed_8888/predictions/2jxs_summary_confidence_sample_4.json		unavailable	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/2JXS/seed_8888/sample_4.json	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/2JXS/seed_8888/sample_4.json	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/rigid_only_rescue/details/2JXS/seed_8888/sample_4.json	missing_output	output JSON does not exist	missing_output		output JSON does not exist					
2K7E	42	0	0.8849538564682007	/storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_2k7e_seed_42/2k7e/seed_42/predictions/2k7e_sample_0.cif	/storage9920/home/tinghao.xia/pdb_data/2k7e.cif	/storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_2k7e_seed_42/2k7e/seed_42/predictions/2k7e_summary_confidence_sample_0.json		unavailable	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/2K7E/seed_42/sample_0.json	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/2K7E/seed_42/sample_0.json	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/rigid_only_rescue/details/2K7E/seed_42/sample_0.json	missing_output	output JSON does not exist	missing_output		output JSON does not exist					
2K7E	42	1	0.8848863840103149	/storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_2k7e_seed_42/2k7e/seed_42/predictions/2k7e_sample_1.cif	/storage9920/home/tinghao.xia/pdb_data/2k7e.cif	/storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_2k7e_seed_42/2k7e/seed_42/predictions/2k7e_summary_confidence_sample_1.json		unavailable	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/2K7E/seed_42/sample_1.json	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/2K7E/seed_42/sample_1.json	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/rigid_only_rescue/details/2K7E/seed_42/sample_1.json	missing_output	output JSON does not exist	missing_output		output JSON does not exist					
